Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Cell Biochemistry and Biophysics,3901,Springer-Verlag,/scimag/journals/3901,/scimag/?journal=3901&page=1,116,/scimag/?journal=3901&year=2017&volume=75&issue=1,/scimag/?journal=3901&year=2018&volume=&issue=,/scimag/?journal=3901&year=2019&volume=77&issue=1,/scimag/?journal=3901&year=2020&volume=78&issue=1,
Cell Biology and Toxicology,3903,Springer,/scimag/journals/3903,/scimag/?journal=3903&page=1,63,/scimag/?journal=3903&year=2017&volume=33&issue=1,/scimag/?journal=3903&year=2018&volume=34&issue=2,/scimag/?journal=3903&year=2019&volume=35&issue=1,/scimag/?journal=3903&year=2020&volume=36&issue=2,
Cell Stress and Chaperones,3931,Springer Netherlands,/scimag/journals/3931,/scimag/?journal=3931&page=1,89,/scimag/?journal=3931&year=2017&volume=22&issue=1,/scimag/?journal=3931&year=2018&volume=&issue=,/scimag/?journal=3931&year=2019&volume=24&issue=1,/scimag/?journal=3931&year=2020&volume=25&issue=2,
Cellular and Molecular Bioengineering,3938,Springer,/scimag/journals/3938,/scimag/?journal=3938&page=1,27,/scimag/?journal=3938&year=2017&volume=10&issue=1,/scimag/?journal=3938&year=2018&volume=11&issue=1,/scimag/?journal=3938&year=2019&volume=12&issue=1,/scimag/?journal=3938&year=2020&volume=13&issue=2,
Cellular and Molecular Life Sciences,3939,Springer,/scimag/journals/3939,/scimag/?journal=3939&page=1,1302,/scimag/?journal=3939&year=2017&volume=74&issue=1,/scimag/?journal=3939&year=2018&volume=75&issue=7,/scimag/?journal=3939&year=2019&volume=76&issue=12,/scimag/?journal=3939&year=2020&volume=&issue=,
Cellular and Molecular Neurobiology,3940,Springer,/scimag/journals/3940,/scimag/?journal=3940&page=1,129,/scimag/?journal=3940&year=2017&volume=37&issue=1,/scimag/?journal=3940&year=2018&volume=38&issue=1,/scimag/?journal=3940&year=2019&volume=39&issue=4,/scimag/?journal=3940&year=2020&volume=40&issue=5,
Cellulose,3949,Springer,/scimag/journals/3949,/scimag/?journal=3949&page=1,194,/scimag/?journal=3949&year=2017&volume=24&issue=1,/scimag/?journal=3949&year=2018&volume=25&issue=1,/scimag/?journal=3949&year=2019&volume=26&issue=1,/scimag/?journal=3949&year=2020&volume=27&issue=4,
Central European Journal of Operations Research,3970,Springer-Verlag,/scimag/journals/3970,/scimag/?journal=3970&page=1,28,/scimag/?journal=3970&year=2017&volume=25&issue=1,/scimag/?journal=3970&year=2018&volume=26&issue=2,/scimag/?journal=3970&year=2019&volume=27&issue=2,/scimag/?journal=3970&year=2020&volume=28&issue=2,
Chemical and Petroleum Engineering,4020,Springer,/scimag/journals/4020,/scimag/?journal=4020&page=1,482,/scimag/?journal=4020&year=2017&volume=52&issue=9-10,/scimag/?journal=4020&year=2018&volume=53&issue=9-10,/scimag/?journal=4020&year=2019&volume=54&issue=9-10,/scimag/?journal=4020&year=2020&volume=55&issue=9-10,
Chemistry and Technology of Fuels and Oils,4065,Springer US,/scimag/journals/4065,/scimag/?journal=4065&page=1,347,/scimag/?journal=4065&year=2017&volume=52&issue=6,/scimag/?journal=4065&year=2018&volume=53&issue=6,/scimag/?journal=4065&year=2019&volume=54&issue=6,/scimag/?journal=4065&year=2020&volume=55&issue=6,
Chemistry of Heterocyclic Compounds,4069,Springer US,/scimag/journals/4069,/scimag/?journal=4069&page=1,655,/scimag/?journal=4069&year=2017&volume=53&issue=1,/scimag/?journal=4069&year=2018&volume=54&issue=1,/scimag/?journal=4069&year=2019&volume=55&issue=1,/scimag/?journal=4069&year=2020&volume=56&issue=2,
Chemistry of Natural Compounds,4071,Springer,/scimag/journals/4071,/scimag/?journal=4071&page=1,559,/scimag/?journal=4071&year=2017&volume=53&issue=1,/scimag/?journal=4071&year=2018&volume=54&issue=1,/scimag/?journal=4071&year=2019&volume=55&issue=1,/scimag/?journal=4071&year=2020&volume=56&issue=1,
Chemosensory Perception,4077,Springer-Verlag,/scimag/journals/4077,/scimag/?journal=4077&page=1,12,/scimag/?journal=4077&year=2017&volume=10&issue=1-2,/scimag/?journal=4077&year=2018&volume=&issue=,/scimag/?journal=4077&year=2019&volume=12&issue=1,/scimag/?journal=4077&year=2020&volume=&issue=,
Child Indicators Research,4111,Springer Netherlands,/scimag/journals/4111,/scimag/?journal=4111&page=1,30,/scimag/?journal=4111&year=2017&volume=10&issue=1,/scimag/?journal=4111&year=2018&volume=11&issue=3,/scimag/?journal=4111&year=2019&volume=12&issue=2,/scimag/?journal=4111&year=2020&volume=13&issue=4,
Child Psychiatry & Human Development,4115,Springer US,/scimag/journals/4115,/scimag/?journal=4115&page=1,78,/scimag/?journal=4115&year=2017&volume=48&issue=1,/scimag/?journal=4115&year=2018&volume=&issue=,/scimag/?journal=4115&year=2019&volume=&issue=,/scimag/?journal=4115&year=2020&volume=&issue=,
Child's Nervous System,4132,Springer,/scimag/journals/4132,/scimag/?journal=4132&page=1,316,/scimag/?journal=4132&year=2017&volume=33&issue=1,/scimag/?journal=4132&year=2018&volume=34&issue=1,/scimag/?journal=4132&year=2019&volume=35&issue=1,/scimag/?journal=4132&year=2020&volume=36&issue=3,
Children's Literature in Education,4131,Springer,/scimag/journals/4131,/scimag/?journal=4131&page=1,51,/scimag/?journal=4131&year=2017&volume=48&issue=1,/scimag/?journal=4131&year=2018&volume=49&issue=1,/scimag/?journal=4131&year=2019&volume=50&issue=1,/scimag/?journal=4131&year=2020&volume=51&issue=1,
Chinese Journal of Oceanology and Limnology,4198,Springer,/scimag/journals/4198,/scimag/?journal=4198&page=1,109,/scimag/?journal=4198&year=2017&volume=35&issue=1,,,,
Chinese Science Bulletin,4217,Springer,/scimag/journals/4217,/scimag/?journal=4217&page=1,460,,,,,
Chromatographia,4237,Springer,/scimag/journals/4237,/scimag/?journal=4237&page=1,505,/scimag/?journal=4237&year=2017&volume=80&issue=1,/scimag/?journal=4237&year=2018&volume=81&issue=1,/scimag/?journal=4237&year=2019&volume=82&issue=1,/scimag/?journal=4237&year=2020&volume=83&issue=1,
Chromosoma,4240,Springer,/scimag/journals/4240,/scimag/?journal=4240&page=1,209,/scimag/?journal=4240&year=2017&volume=126&issue=1,/scimag/?journal=4240&year=2018&volume=127&issue=1,/scimag/?journal=4240&year=2019&volume=128&issue=2,/scimag/?journal=4240&year=2020&volume=129&issue=2,
Chromosome Research,4242,Springer,/scimag/journals/4242,/scimag/?journal=4242&page=1,84,/scimag/?journal=4242&year=2017&volume=25&issue=1,/scimag/?journal=4242&year=2018&volume=&issue=,/scimag/?journal=4242&year=2019&volume=&issue=,/scimag/?journal=4242&year=2020&volume=28&issue=3-4,
"Circuits, Systems, and Signal Processing",4279,Springer,/scimag/journals/4279,/scimag/?journal=4279&page=1,139,/scimag/?journal=4279&year=2017&volume=36&issue=1,/scimag/?journal=4279&year=2018&volume=37&issue=4,/scimag/?journal=4279&year=2019&volume=38&issue=1,/scimag/?journal=4279&year=2020&volume=39&issue=2,
Clean Technologies and Environmental Policy,4326,Springer,/scimag/journals/4326,/scimag/?journal=4326&page=1,89,/scimag/?journal=4326&year=2017&volume=19&issue=1,/scimag/?journal=4326&year=2018&volume=20&issue=1,/scimag/?journal=4326&year=2019&volume=21&issue=1,/scimag/?journal=4326&year=2020&volume=22&issue=1,
Climate Dynamics,4332,Springer-Verlag,/scimag/journals/4332,/scimag/?journal=4332&page=1,249,/scimag/?journal=4332&year=2017&volume=48&issue=1-2,/scimag/?journal=4332&year=2018&volume=50&issue=9-10,/scimag/?journal=4332&year=2019&volume=52&issue=1-2,/scimag/?journal=4332&year=2020&volume=54&issue=3-4,
Climatic Change,4337,Springer,/scimag/journals/4337,/scimag/?journal=4337&page=1,240,/scimag/?journal=4337&year=2017&volume=140&issue=1,/scimag/?journal=4337&year=2018&volume=146&issue=1-2,/scimag/?journal=4337&year=2019&volume=152&issue=1,/scimag/?journal=4337&year=2020&volume=159&issue=1,
Clinical and Experimental Medicine,4360,Springer,/scimag/journals/4360,/scimag/?journal=4360&page=1,398,/scimag/?journal=4360&year=2017&volume=17&issue=1,/scimag/?journal=4360&year=2018&volume=&issue=,/scimag/?journal=4360&year=2019&volume=&issue=,/scimag/?journal=4360&year=2020&volume=&issue=,
Clinical and Experimental Metastasis,4361,Springer,/scimag/journals/4361,/scimag/?journal=4361&page=1,96,/scimag/?journal=4361&year=2017&volume=34&issue=1,/scimag/?journal=4361&year=2018&volume=35&issue=3,/scimag/?journal=4361&year=2019&volume=36&issue=4,/scimag/?journal=4361&year=2020&volume=37&issue=3,
Clinical and Experimental Nephrology,4362,Springer,/scimag/journals/4362,/scimag/?journal=4362&page=1,102,/scimag/?journal=4362&year=2017&volume=21&issue=1%20Supplement,/scimag/?journal=4362&year=2018&volume=22&issue=1,/scimag/?journal=4362&year=2019&volume=23&issue=4,/scimag/?journal=4362&year=2020&volume=24&issue=5,
Clinical and Translational Medicine,4372,Springer-Verlag,/scimag/journals/4372,/scimag/?journal=4372&page=1,20,/scimag/?journal=4372&year=2017&volume=6&issue=1,/scimag/?journal=4372&year=2018&volume=7&issue=1,/scimag/?journal=4372&year=2019&volume=8&issue=1,/scimag/?journal=4372&year=2020&volume=9&issue=1,
Clinical and Translational Oncology,4373,Springer Milan,/scimag/journals/4373,/scimag/?journal=4373&page=1,127,/scimag/?journal=4373&year=2017&volume=19&issue=1,/scimag/?journal=4373&year=2018&volume=20&issue=1,/scimag/?journal=4373&year=2019&volume=21&issue=1,/scimag/?journal=4373&year=2020&volume=22&issue=1,
Clinical Autonomic Research,4377,Springer,/scimag/journals/4377,/scimag/?journal=4377&page=1,78,/scimag/?journal=4377&year=2017&volume=27&issue=S1,/scimag/?journal=4377&year=2018&volume=28&issue=1,/scimag/?journal=4377&year=2019&volume=29&issue=1,/scimag/?journal=4377&year=2020&volume=30&issue=1,
Clinical Child and Family Psychology Review,4389,Springer,/scimag/journals/4389,/scimag/?journal=4389&page=1,19,/scimag/?journal=4389&year=2017&volume=20&issue=1,/scimag/?journal=4389&year=2018&volume=21&issue=1,/scimag/?journal=4389&year=2019&volume=22&issue=1,/scimag/?journal=4389&year=2020&volume=23&issue=2,/scimag/?journal=4389&year=2021&volume=24&issue=2
Clinical Drug Investigation,4397,Springer International Publishing AG,/scimag/journals/4397,/scimag/?journal=4397&page=1,136,/scimag/?journal=4397&year=2017&volume=37&issue=1,/scimag/?journal=4397&year=2018&volume=38&issue=2,/scimag/?journal=4397&year=2019&volume=39&issue=2,/scimag/?journal=4397&year=2020&volume=40&issue=3,
Clinical Journal of Gastroenterology,4423,Springer Japan,/scimag/journals/4423,/scimag/?journal=4423&page=1,51,/scimag/?journal=4423&year=2017&volume=10&issue=1,/scimag/?journal=4423&year=2018&volume=&issue=,/scimag/?journal=4423&year=2019&volume=&issue=,/scimag/?journal=4423&year=2020&volume=&issue=,
Clinical Neuroradiology,4475,Springer-Verlag,/scimag/journals/4475,/scimag/?journal=4475&page=1,54,/scimag/?journal=4475&year=2017&volume=27&issue=S1,/scimag/?journal=4475&year=2018&volume=28&issue=S1,/scimag/?journal=4475&year=2019&volume=29&issue=1,/scimag/?journal=4475&year=2020&volume=30&issue=1,
Clinical Oral Investigations,4491,Springer,/scimag/journals/4491,/scimag/?journal=4491&page=1,159,/scimag/?journal=4491&year=2017&volume=21&issue=1,/scimag/?journal=4491&year=2018&volume=22&issue=1,/scimag/?journal=4491&year=2019&volume=23&issue=1,/scimag/?journal=4491&year=2020&volume=24&issue=5,
Clinical Orthopaedics and Related Research®,4493,Springer-Verlag,/scimag/journals/4493,/scimag/?journal=4493&page=1,951,/scimag/?journal=4493&year=2017&volume=475&issue=1,/scimag/?journal=4493&year=2018&volume=476&issue=1,/scimag/?journal=4493&year=2019&volume=477&issue=1,/scimag/?journal=4493&year=2020&volume=Publish%20Ahead%20of%20Print&issue=,
Clinical Pharmacokinetics,4502,Springer International Publishing AG,/scimag/journals/4502,/scimag/?journal=4502&page=1,130,/scimag/?journal=4502&year=2017&volume=56&issue=1,/scimag/?journal=4502&year=2018&volume=57&issue=8,/scimag/?journal=4502&year=2019&volume=58&issue=1,/scimag/?journal=4502&year=2020&volume=59&issue=9,
Clinical Research in Cardiology,4528,Springer,/scimag/journals/4528,/scimag/?journal=4528&page=1,154,/scimag/?journal=4528&year=2017&volume=106&issue=S2,/scimag/?journal=4528&year=2018&volume=107&issue=S1,/scimag/?journal=4528&year=2019&volume=108&issue=S1,/scimag/?journal=4528&year=2020&volume=109&issue=S1,
Clinical Reviews in Bone and Mineral Metabolism,4532,Springer-Verlag,/scimag/journals/4532,/scimag/?journal=4532&page=1,17,/scimag/?journal=4532&year=2017&volume=15&issue=1,/scimag/?journal=4532&year=2018&volume=16&issue=1,/scimag/?journal=4532&year=2019&volume=17&issue=1,/scimag/?journal=4532&year=2020&volume=18&issue=1-3,
Clinical Rheumatology,4533,Springer,/scimag/journals/4533,/scimag/?journal=4533&page=1,327,/scimag/?journal=4533&year=2017&volume=36&issue=1,/scimag/?journal=4533&year=2018&volume=37&issue=3,/scimag/?journal=4533&year=2019&volume=38&issue=1,/scimag/?journal=4533&year=2020&volume=39&issue=5,/scimag/?journal=4533&year=2021&volume=40&issue=1
Clinical Social Work Journal,4541,Springer,/scimag/journals/4541,/scimag/?journal=4541&page=1,82,/scimag/?journal=4541&year=2017&volume=45&issue=1,/scimag/?journal=4541&year=2018&volume=46&issue=1,/scimag/?journal=4541&year=2019&volume=47&issue=1,/scimag/?journal=4541&year=2020&volume=48&issue=1,
Cliometrica,4571,Springer-Verlag,/scimag/journals/4571,/scimag/?journal=4571&page=1,9,/scimag/?journal=4571&year=2017&volume=11&issue=1,/scimag/?journal=4571&year=2018&volume=&issue=,/scimag/?journal=4571&year=2019&volume=13&issue=1,/scimag/?journal=4571&year=2020&volume=&issue=,
Cluster Computing,4577,Springer US,/scimag/journals/4577,/scimag/?journal=4577&page=1,123,/scimag/?journal=4577&year=2017&volume=20&issue=1,/scimag/?journal=4577&year=2018&volume=&issue=,/scimag/?journal=4577&year=2019&volume=22&issue=2,/scimag/?journal=4577&year=2020&volume=&issue=,
CME: Premium-Fortbildung für die medizinische Praxis,4578,Springer,/scimag/journals/4578,/scimag/?journal=4578&page=1,229,/scimag/?journal=4578&year=2017&volume=14&issue=1-2,/scimag/?journal=4578&year=2018&volume=15&issue=1-2,/scimag/?journal=4578&year=2019&volume=16&issue=1-2,/scimag/?journal=4578&year=2020&volume=17&issue=1-2,
"Cognition, Technology & Work",4604,Springer,/scimag/journals/4604,/scimag/?journal=4604&page=1,33,/scimag/?journal=4604&year=2017&volume=19&issue=1,/scimag/?journal=4604&year=2018&volume=20&issue=1,/scimag/?journal=4604&year=2019&volume=21&issue=1,/scimag/?journal=4604&year=2020&volume=&issue=,
Cognitive Neurodynamics,4614,Springer Netherlands,/scimag/journals/4614,/scimag/?journal=4614&page=1,26,/scimag/?journal=4614&year=2017&volume=11&issue=1,/scimag/?journal=4614&year=2018&volume=12&issue=5,/scimag/?journal=4614&year=2019&volume=13&issue=4,/scimag/?journal=4614&year=2020&volume=14&issue=3,
Cognitive Processing,4618,Springer-Verlag,/scimag/journals/4618,/scimag/?journal=4618&page=1,41,/scimag/?journal=4618&year=2017&volume=18&issue=1,/scimag/?journal=4618&year=2018&volume=19&issue=S1,/scimag/?journal=4618&year=2019&volume=20&issue=1,/scimag/?journal=4618&year=2020&volume=21&issue=1,
Cognitive Therapy and Research,4624,Springer US,/scimag/journals/4624,/scimag/?journal=4624&page=1,104,/scimag/?journal=4624&year=2017&volume=41&issue=1,/scimag/?journal=4624&year=2018&volume=42&issue=1,/scimag/?journal=4624&year=2019&volume=43&issue=1,/scimag/?journal=4624&year=2020&volume=44&issue=3,/scimag/?journal=4624&year=2021&volume=&issue=
Colloid & Polymer Science,4650,Springer,/scimag/journals/4650,/scimag/?journal=4650&page=1,1122,/scimag/?journal=4650&year=2017&volume=295&issue=1,/scimag/?journal=4650&year=2018&volume=296&issue=2,/scimag/?journal=4650&year=2019&volume=297&issue=1,/scimag/?journal=4650&year=2020&volume=298&issue=2,
Colloid Journal,4651,Springer,/scimag/journals/4651,/scimag/?journal=4651&page=1,91,/scimag/?journal=4651&year=2017&volume=79&issue=1,/scimag/?journal=4651&year=2018&volume=80&issue=1,/scimag/?journal=4651&year=2019&volume=81&issue=1,/scimag/?journal=4651&year=2020&volume=82&issue=1,
Côlon & Rectum,4667,Springer-Verlag,/scimag/journals/4667,/scimag/?journal=4667&page=1,29,/scimag/?journal=4667&year=2017&volume=11&issue=1,,,,
coloproctology,4670,Springer-Verlag,/scimag/journals/4670,/scimag/?journal=4670&page=1,55,/scimag/?journal=4670&year=2017&volume=39&issue=1%20Supplement,/scimag/?journal=4670&year=2018&volume=40&issue=S1,/scimag/?journal=4670&year=2019&volume=41&issue=1,/scimag/?journal=4670&year=2020&volume=42&issue=1,
Combination Products in Therapy,4677,Springer Healthcare Communications,/scimag/journals/4677,/scimag/?journal=4677&page=1,1,,,,,
Combinatorica,4680,Springer-Verlag,/scimag/journals/4680,/scimag/?journal=4680&page=1,64,/scimag/?journal=4680&year=2017&volume=37&issue=1,/scimag/?journal=4680&year=2018&volume=38&issue=2,/scimag/?journal=4680&year=2019&volume=39&issue=3,/scimag/?journal=4680&year=2020&volume=40&issue=1,
Communications in Mathematical Physics,4736,Springer,/scimag/journals/4736,/scimag/?journal=4736&page=1,434,/scimag/?journal=4736&year=2017&volume=349&issue=1,/scimag/?journal=4736&year=2018&volume=357&issue=1,/scimag/?journal=4736&year=2019&volume=365&issue=1,/scimag/?journal=4736&year=2020&volume=373&issue=1,/scimag/?journal=4736&year=2021&volume=384&issue=3
Communications in Mobile Computing,4737,Springer-Verlag,/scimag/journals/4737,/scimag/?journal=4737&page=1,1,,,,,
Community Mental Health Journal,4776,Springer,/scimag/journals/4776,/scimag/?journal=4776&page=1,160,/scimag/?journal=4776&year=2017&volume=53&issue=1,/scimag/?journal=4776&year=2018&volume=54&issue=1,/scimag/?journal=4776&year=2019&volume=55&issue=1,/scimag/?journal=4776&year=2020&volume=56&issue=4,
Comparative Clinical Pathology,4794,Springer-Verlag,/scimag/journals/4794,/scimag/?journal=4794&page=1,125,/scimag/?journal=4794&year=2017&volume=26&issue=1,/scimag/?journal=4794&year=2018&volume=27&issue=1,/scimag/?journal=4794&year=2019&volume=28&issue=1,/scimag/?journal=4794&year=2020&volume=29&issue=3,
Comprehensive Therapy,4852,Springer,/scimag/journals/4852,/scimag/?journal=4852&page=1,17,,,,,
Computational and Mathematical Organization Theory,4871,Springer US,/scimag/journals/4871,/scimag/?journal=4871&page=1,21,/scimag/?journal=4871&year=2017&volume=23&issue=1,/scimag/?journal=4871&year=2018&volume=&issue=,/scimag/?journal=4871&year=2019&volume=25&issue=1,/scimag/?journal=4871&year=2020&volume=26&issue=2,
Computational Complexity,4877,Springer,/scimag/journals/4877,/scimag/?journal=4877&page=1,21,/scimag/?journal=4877&year=2017&volume=26&issue=1,/scimag/?journal=4877&year=2018&volume=27&issue=2,/scimag/?journal=4877&year=2019&volume=28&issue=2,/scimag/?journal=4877&year=2020&volume=29&issue=1,
Computational Economics,4879,Springer US,/scimag/journals/4879,/scimag/?journal=4879&page=1,61,/scimag/?journal=4879&year=2017&volume=49&issue=1,/scimag/?journal=4879&year=2018&volume=51&issue=2,/scimag/?journal=4879&year=2019&volume=54&issue=4,/scimag/?journal=4879&year=2020&volume=55&issue=4,
Computational Geosciences,4881,Springer,/scimag/journals/4881,/scimag/?journal=4881&page=1,45,/scimag/?journal=4881&year=2017&volume=21&issue=1,/scimag/?journal=4881&year=2018&volume=22&issue=1,/scimag/?journal=4881&year=2019&volume=23&issue=1,/scimag/?journal=4881&year=2020&volume=24&issue=1,
Computational Management Science,4885,Springer-Verlag,/scimag/journals/4885,/scimag/?journal=4885&page=1,17,/scimag/?journal=4885&year=2017&volume=14&issue=1,/scimag/?journal=4885&year=2018&volume=15&issue=1,/scimag/?journal=4885&year=2019&volume=16&issue=4,/scimag/?journal=4885&year=2020&volume=17&issue=2,
Computational Mathematics and Modeling,4888,Springer,/scimag/journals/4888,/scimag/?journal=4888&page=1,55,/scimag/?journal=4888&year=2017&volume=28&issue=1,/scimag/?journal=4888&year=2018&volume=29&issue=1,/scimag/?journal=4888&year=2019&volume=30&issue=1,/scimag/?journal=4888&year=2020&volume=31&issue=1,
Computational Mechanics,4889,Springer,/scimag/journals/4889,/scimag/?journal=4889&page=1,141,/scimag/?journal=4889&year=2017&volume=59&issue=1,/scimag/?journal=4889&year=2018&volume=61&issue=1-2,/scimag/?journal=4889&year=2019&volume=64&issue=2,/scimag/?journal=4889&year=2020&volume=65&issue=6,
Computational Optimization and Applications,4893,Springer US,/scimag/journals/4893,/scimag/?journal=4893&page=1,72,/scimag/?journal=4893&year=2017&volume=66&issue=1,/scimag/?journal=4893&year=2018&volume=69&issue=3,/scimag/?journal=4893&year=2019&volume=73&issue=1,/scimag/?journal=4893&year=2020&volume=75&issue=3,
Computational Statistics,4896,Springer,/scimag/journals/4896,/scimag/?journal=4896&page=1,46,/scimag/?journal=4896&year=2017&volume=32&issue=1,/scimag/?journal=4896&year=2018&volume=33&issue=1,/scimag/?journal=4896&year=2019&volume=34&issue=2,/scimag/?journal=4896&year=2020&volume=35&issue=1,
Computer Science - Research and Development,4929,Springer-Verlag,/scimag/journals/4929,/scimag/?journal=4929&page=1,29,/scimag/?journal=4929&year=2017&volume=32&issue=1-2,/scimag/?journal=4929&year=2018&volume=33&issue=1-2,,,
Computer Supported Cooperative Work (CSCW),4938,Springer Netherlands,/scimag/journals/4938,/scimag/?journal=4938&page=1,26,/scimag/?journal=4938&year=2017&volume=26&issue=1-2,/scimag/?journal=4938&year=2018&volume=27&issue=1,/scimag/?journal=4938&year=2019&volume=28&issue=1-2,/scimag/?journal=4938&year=2020&volume=29&issue=4,
Computers and the Humanities,4969,Springer,/scimag/journals/4969,/scimag/?journal=4969&page=1,89,,,,,
Computing,4980,Springer Vienna,/scimag/journals/4980,/scimag/?journal=4980&page=1,127,/scimag/?journal=4980&year=2017&volume=99&issue=1,/scimag/?journal=4980&year=2018&volume=100&issue=4,/scimag/?journal=4980&year=2019&volume=101&issue=1,/scimag/?journal=4980&year=2020&volume=102&issue=2,
Computing and Visualization in Science,4982,Springer-Verlag,/scimag/journals/4982,/scimag/?journal=4982&page=1,21,/scimag/?journal=4982&year=2017&volume=18&issue=2-3,/scimag/?journal=4982&year=2018&volume=19&issue=1-2,/scimag/?journal=4982&year=2019&volume=20&issue=1-2,/scimag/?journal=4982&year=2020&volume=23&issue=1-4,
Conservation Genetics,5029,Springer Netherlands,/scimag/journals/5029,/scimag/?journal=5029&page=1,106,/scimag/?journal=5029&year=2017&volume=18&issue=1,/scimag/?journal=5029&year=2018&volume=19&issue=4,/scimag/?journal=5029&year=2019&volume=20&issue=1,/scimag/?journal=5029&year=2020&volume=21&issue=2,
Conservation Genetics Resources,5030,Springer Netherlands,/scimag/journals/5030,/scimag/?journal=5030&page=1,85,/scimag/?journal=5030&year=2017&volume=9&issue=1,/scimag/?journal=5030&year=2018&volume=10&issue=1,/scimag/?journal=5030&year=2019&volume=11&issue=1,/scimag/?journal=5030&year=2020&volume=12&issue=2,
Constitutional Political Economy,5035,Springer US,/scimag/journals/5035,/scimag/?journal=5035&page=1,29,/scimag/?journal=5035&year=2017&volume=28&issue=1,/scimag/?journal=5035&year=2018&volume=29&issue=1,/scimag/?journal=5035&year=2019&volume=30&issue=1,/scimag/?journal=5035&year=2020&volume=31&issue=1,
Constraints,5036,Springer US,/scimag/journals/5036,/scimag/?journal=5036&page=1,21,/scimag/?journal=5036&year=2017&volume=22&issue=1,/scimag/?journal=5036&year=2018&volume=23&issue=1,/scimag/?journal=5036&year=2019&volume=24&issue=1,/scimag/?journal=5036&year=2020&volume=25&issue=3-4,
Constructive Approximation,5042,Springer,/scimag/journals/5042,/scimag/?journal=5042&page=1,49,/scimag/?journal=5042&year=2017&volume=45&issue=1,/scimag/?journal=5042&year=2018&volume=47&issue=1,/scimag/?journal=5042&year=2019&volume=49&issue=1,/scimag/?journal=5042&year=2020&volume=51&issue=3,
Contemporary Family Therapy,5065,Springer,/scimag/journals/5065,/scimag/?journal=5065&page=1,58,/scimag/?journal=5065&year=2017&volume=39&issue=1,/scimag/?journal=5065&year=2018&volume=40&issue=1,/scimag/?journal=5065&year=2019&volume=41&issue=2,/scimag/?journal=5065&year=2020&volume=42&issue=1,
Contemporary Islam,5069,Springer Netherlands,/scimag/journals/5069,/scimag/?journal=5069&page=1,18,/scimag/?journal=5069&year=2017&volume=11&issue=1,/scimag/?journal=5069&year=2018&volume=12&issue=1,/scimag/?journal=5069&year=2019&volume=&issue=,/scimag/?journal=5069&year=2020&volume=14&issue=3,
Continental Philosophy Review,5099,Springer,/scimag/journals/5099,/scimag/?journal=5099&page=1,66,/scimag/?journal=5099&year=2017&volume=50&issue=1,/scimag/?journal=5099&year=2018&volume=51&issue=1,/scimag/?journal=5099&year=2019&volume=52&issue=1,/scimag/?journal=5099&year=2020&volume=&issue=,
Continuum Mechanics and Thermodynamics,5105,Springer,/scimag/journals/5105,/scimag/?journal=5105&page=1,54,/scimag/?journal=5105&year=2017&volume=29&issue=1,/scimag/?journal=5105&year=2018&volume=30&issue=3,/scimag/?journal=5105&year=2019&volume=31&issue=1,/scimag/?journal=5105&year=2020&volume=32&issue=2,
Contributions to Mineralogy and Petrology,5114,Springer,/scimag/journals/5114,/scimag/?journal=5114&page=1,269,/scimag/?journal=5114&year=2017&volume=172&issue=1,/scimag/?journal=5114&year=2018&volume=173&issue=1,/scimag/?journal=5114&year=2019&volume=174&issue=1,/scimag/?journal=5114&year=2020&volume=175&issue=1,/scimag/?journal=5114&year=2021&volume=176&issue=1
Coral Reefs,5131,Springer,/scimag/journals/5131,/scimag/?journal=5131&page=1,124,/scimag/?journal=5131&year=2017&volume=36&issue=1,/scimag/?journal=5131&year=2018&volume=37&issue=1,/scimag/?journal=5131&year=2019&volume=38&issue=3,/scimag/?journal=5131&year=2020&volume=39&issue=1,
Cosmic Research,5154,Springer,/scimag/journals/5154,/scimag/?journal=5154&page=1,48,/scimag/?journal=5154&year=2017&volume=55&issue=1,/scimag/?journal=5154&year=2018&volume=56&issue=1,/scimag/?journal=5154&year=2019&volume=57&issue=1,/scimag/?journal=5154&year=2020&volume=58&issue=1,
Crime Science,5186,Springer-Verlag,/scimag/journals/5186,/scimag/?journal=5186&page=1,6,/scimag/?journal=5186&year=2017&volume=6&issue=1,/scimag/?journal=5186&year=2018&volume=7&issue=1,/scimag/?journal=5186&year=2019&volume=8&issue=1,/scimag/?journal=5186&year=2020&volume=9&issue=1,
Criminal Law Forum,5197,Springer Netherlands,/scimag/journals/5197,/scimag/?journal=5197&page=1,35,/scimag/?journal=5197&year=2017&volume=28&issue=1,/scimag/?journal=5197&year=2018&volume=29&issue=1,/scimag/?journal=5197&year=2019&volume=30&issue=1,/scimag/?journal=5197&year=2020&volume=31&issue=1,
Critical Criminology,5213,Springer Netherlands,/scimag/journals/5213,/scimag/?journal=5213&page=1,30,/scimag/?journal=5213&year=2017&volume=25&issue=1,/scimag/?journal=5213&year=2018&volume=26&issue=1,/scimag/?journal=5213&year=2019&volume=27&issue=1,/scimag/?journal=5213&year=2020&volume=28&issue=1,
Critical Reviews in Neurosurgery,5240,Springer,/scimag/journals/5240,/scimag/?journal=5240&page=1,7,,,,,
Critical Ultrasound Journal,5257,Springer Milan,/scimag/journals/5257,/scimag/?journal=5257&page=1,15,/scimag/?journal=5257&year=2017&volume=9&issue=S1,/scimag/?journal=5257&year=2018&volume=10&issue=1,,,
