Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Clinical Endocrinology,4401,John Wiley and Sons,/scimag/journals/4401,/scimag/?journal=4401&page=1,426,/scimag/?journal=4401&year=2017&volume=86&issue=,/scimag/?journal=4401&year=2018&volume=88&issue=1,/scimag/?journal=4401&year=2019&volume=90&issue=1,/scimag/?journal=4401&year=2020&volume=92&issue=1,/scimag/?journal=4401&year=2021&volume=&issue=
Clinical Genetics,4410,John Wiley and Sons,/scimag/journals/4410,/scimag/?journal=4410&page=1,362,/scimag/?journal=4410&year=2017&volume=91&issue=1,/scimag/?journal=4410&year=2018&volume=93&issue=1,/scimag/?journal=4410&year=2019&volume=95&issue=1,/scimag/?journal=4410&year=2020&volume=97&issue=1,/scimag/?journal=4410&year=2021&volume=&issue=
Clinical Implant Dentistry and Related Research,4418,John Wiley and Sons,/scimag/journals/4418,/scimag/?journal=4418&page=1,66,/scimag/?journal=4418&year=2017&volume=19&issue=1,/scimag/?journal=4418&year=2018&volume=20&issue=1,/scimag/?journal=4418&year=2019&volume=21&issue=1,/scimag/?journal=4418&year=2020&volume=22&issue=1,
Clinical Microbiology and Infection,4464,John Wiley and Sons,/scimag/journals/4464,/scimag/?journal=4464&page=1,319,/scimag/?journal=4464&year=2017&volume=23&issue=2,/scimag/?journal=4464&year=2018&volume=24&issue=,/scimag/?journal=4464&year=2019&volume=25&issue=1,/scimag/?journal=4464&year=2020&volume=26&issue=1,/scimag/?journal=4464&year=2021&volume=27&issue=1
Clinical Oral Implants Research,4490,John Wiley and Sons,/scimag/journals/4490,/scimag/?journal=4490&page=1,306,/scimag/?journal=4490&year=2017&volume=28&issue=,/scimag/?journal=4490&year=2018&volume=29&issue=,/scimag/?journal=4490&year=2019&volume=30&issue=S19,/scimag/?journal=4490&year=2020&volume=31&issue=S20,
Clinical Orthodontics and Research,4492,John Wiley and Sons,/scimag/journals/4492,/scimag/?journal=4492&page=1,3,,,,,
Clinical Otolaryngology (Blackwell),4494,John Wiley and Sons,/scimag/journals/4494,/scimag/?journal=4494&page=1,179,/scimag/?journal=4494&year=2017&volume=42&issue=1,/scimag/?journal=4494&year=2018&volume=43&issue=1,/scimag/?journal=4494&year=2019&volume=44&issue=1,/scimag/?journal=4494&year=2020&volume=45&issue=1,/scimag/?journal=4494&year=2021&volume=46&issue=1
Clinical Physiology,4507,John Wiley and Sons,/scimag/journals/4507,/scimag/?journal=4507&page=1,112,/scimag/?journal=4507&year=2017&volume=37&issue=6,/scimag/?journal=4507&year=2018&volume=38&issue=1,/scimag/?journal=4507&year=2019&volume=39&issue=1,/scimag/?journal=4507&year=2020&volume=40&issue=1,/scimag/?journal=4507&year=2021&volume=41&issue=1
Clinical Psychologist,4518,John Wiley and Sons,/scimag/journals/4518,/scimag/?journal=4518&page=1,20,/scimag/?journal=4518&year=2017&volume=21&issue=1,/scimag/?journal=4518&year=2018&volume=22&issue=1,/scimag/?journal=4518&year=2019&volume=23&issue=1,/scimag/?journal=4518&year=2020&volume=24&issue=1,
Clinical Psychology & Psychotherapy,4519,John Wiley and Sons,/scimag/journals/4519,/scimag/?journal=4519&page=1,59,/scimag/?journal=4519&year=2017&volume=24&issue=1,/scimag/?journal=4519&year=2018&volume=25&issue=1,/scimag/?journal=4519&year=2019&volume=26&issue=1,/scimag/?journal=4519&year=2020&volume=27&issue=1,
Clinical Psychology: Science and Practice,4521,John Wiley and Sons,/scimag/journals/4521,/scimag/?journal=4521&page=1,50,/scimag/?journal=4521&year=2017&volume=24&issue=1,/scimag/?journal=4521&year=2018&volume=25&issue=1,/scimag/?journal=4521&year=2019&volume=26&issue=1,/scimag/?journal=4521&year=2020&volume=27&issue=1,
Clinical Transplantation,4546,John Wiley and Sons,/scimag/journals/4546,/scimag/?journal=4546&page=1,166,/scimag/?journal=4546&year=2017&volume=31&issue=1,/scimag/?journal=4546&year=2018&volume=32&issue=1,/scimag/?journal=4546&year=2019&volume=33&issue=1,/scimag/?journal=4546&year=2020&volume=34&issue=1,/scimag/?journal=4546&year=2021&volume=&issue=
CNS Drug Reviews,4581,John Wiley and Sons,/scimag/journals/4581,/scimag/?journal=4581&page=1,16,,,,,
CNS Neuroscience & Therapeutics,4583,John Wiley and Sons,/scimag/journals/4583,/scimag/?journal=4583&page=1,62,/scimag/?journal=4583&year=2017&volume=23&issue=1,/scimag/?journal=4583&year=2018&volume=24&issue=1,/scimag/?journal=4583&year=2019&volume=25&issue=1,/scimag/?journal=4583&year=2020&volume=26&issue=1,
Cochlear Implants International,4594,John Wiley and Sons,/scimag/journals/4594,/scimag/?journal=4594&page=1,61,/scimag/?journal=4594&year=2017&volume=18&issue=1,/scimag/?journal=4594&year=2018&volume=19&issue=3,/scimag/?journal=4594&year=2019&volume=20&issue=sup1,/scimag/?journal=4594&year=2020&volume=&issue=,
Color Research & Application,4671,John Wiley and Sons,/scimag/journals/4671,/scimag/?journal=4671&page=1,161,/scimag/?journal=4671&year=2017&volume=42&issue=1,/scimag/?journal=4671&year=2018&volume=43&issue=1,/scimag/?journal=4671&year=2019&volume=44&issue=1,/scimag/?journal=4671&year=2020&volume=45&issue=1,/scimag/?journal=4671&year=2021&volume=46&issue=1
Coloration Technology,4672,John Wiley and Sons,/scimag/journals/4672,/scimag/?journal=4672&page=1,289,/scimag/?journal=4672&year=2017&volume=133&issue=1,/scimag/?journal=4672&year=2018&volume=134&issue=1,/scimag/?journal=4672&year=2019&volume=135&issue=1,/scimag/?journal=4672&year=2020&volume=136&issue=1,
Colorectal Disease,4674,John Wiley and Sons,/scimag/journals/4674,/scimag/?journal=4674&page=1,261,/scimag/?journal=4674&year=2017&volume=19&issue=,/scimag/?journal=4674&year=2018&volume=20&issue=,/scimag/?journal=4674&year=2019&volume=21&issue=,/scimag/?journal=4674&year=2020&volume=22&issue=S3,/scimag/?journal=4674&year=2021&volume=&issue=
Communication Theory,4722,John Wiley and Sons,/scimag/journals/4722,/scimag/?journal=4722&page=1,31,/scimag/?journal=4722&year=2017&volume=27&issue=1,/scimag/?journal=4722&year=2018&volume=28&issue=1,/scimag/?journal=4722&year=2019&volume=&issue=,/scimag/?journal=4722&year=2020&volume=30&issue=2,
Communications on Pure and Applied Mathematics,4754,John Wiley and Sons,/scimag/journals/4754,/scimag/?journal=4754&page=1,133,/scimag/?journal=4754&year=2017&volume=70&issue=1,/scimag/?journal=4754&year=2018&volume=71&issue=1,/scimag/?journal=4754&year=2019&volume=72&issue=1,/scimag/?journal=4754&year=2020&volume=73&issue=1,/scimag/?journal=4754&year=2021&volume=74&issue=1
Community Dentistry and Oral Epidemiology,4766,John Wiley and Sons,/scimag/journals/4766,/scimag/?journal=4766&page=1,144,/scimag/?journal=4766&year=2017&volume=45&issue=2,/scimag/?journal=4766&year=2018&volume=46&issue=1,/scimag/?journal=4766&year=2019&volume=47&issue=1,/scimag/?journal=4766&year=2020&volume=48&issue=1,
Competitive Intelligence Review,4827,John Wiley and Sons,/scimag/journals/4827,/scimag/?journal=4827&page=1,33,,,,,
Complexity,4835,John Wiley and Sons,/scimag/journals/4835,/scimag/?journal=4835&page=1,176,/scimag/?journal=4835&year=2017&volume=2017&issue=,/scimag/?journal=4835&year=2018&volume=2018&issue=,/scimag/?journal=4835&year=2019&volume=2019&issue=,/scimag/?journal=4835&year=2020&volume=2020&issue=,
Comprehensive Reviews in Food Science and Food Safety,4851,John Wiley and Sons,/scimag/journals/4851,/scimag/?journal=4851&page=1,39,/scimag/?journal=4851&year=2017&volume=16&issue=1,/scimag/?journal=4851&year=2018&volume=17&issue=1,/scimag/?journal=4851&year=2019&volume=18&issue=1,/scimag/?journal=4851&year=2020&volume=19&issue=1,/scimag/?journal=4851&year=2021&volume=20&issue=1
Computational Intelligence,4882,John Wiley and Sons,/scimag/journals/4882,/scimag/?journal=4882&page=1,50,/scimag/?journal=4882&year=2017&volume=33&issue=1,/scimag/?journal=4882&year=2018&volume=34&issue=1,/scimag/?journal=4882&year=2019&volume=35&issue=1,/scimag/?journal=4882&year=2020&volume=36&issue=1,
Computer Aided Surgery,4902,John Wiley and Sons,/scimag/journals/4902,/scimag/?journal=4902&page=1,35,,,,,
Computer Animation and Virtual Worlds,4904,John Wiley and Sons,/scimag/journals/4904,/scimag/?journal=4904&page=1,54,/scimag/?journal=4904&year=2017&volume=28&issue=1,/scimag/?journal=4904&year=2018&volume=29&issue=1,/scimag/?journal=4904&year=2019&volume=30&issue=1,/scimag/?journal=4904&year=2020&volume=31&issue=1,
Computer Applications in Engineering Education,4905,John Wiley and Sons,/scimag/journals/4905,/scimag/?journal=4905&page=1,68,/scimag/?journal=4905&year=2017&volume=25&issue=1,/scimag/?journal=4905&year=2018&volume=26&issue=1,/scimag/?journal=4905&year=2019&volume=27&issue=1,/scimag/?journal=4905&year=2020&volume=28&issue=1,
Computer Graphics Forum,4913,John Wiley and Sons,/scimag/journals/4913,/scimag/?journal=4913&page=1,214,/scimag/?journal=4913&year=2017&volume=36&issue=1,/scimag/?journal=4913&year=2018&volume=37&issue=1,/scimag/?journal=4913&year=2019&volume=38&issue=1,/scimag/?journal=4913&year=2020&volume=39&issue=1,
Computer-Aided Civil and Infrastructure Engineering,4941,John Wiley and Sons,/scimag/journals/4941,/scimag/?journal=4941&page=1,70,/scimag/?journal=4941&year=2017&volume=32&issue=1,/scimag/?journal=4941&year=2018&volume=33&issue=1,/scimag/?journal=4941&year=2019&volume=34&issue=1,/scimag/?journal=4941&year=2020&volume=35&issue=1,
Concepts in Magnetic Resonance,4993,John Wiley and Sons,/scimag/journals/4993,/scimag/?journal=4993&page=1,1,,,,,
Concepts in Magnetic Resonance Part A,4994,John Wiley and Sons,/scimag/journals/4994,/scimag/?journal=4994&page=1,36,/scimag/?journal=4994&year=2017&volume=46A&issue=1,/scimag/?journal=4994&year=2018&volume=47A&issue=2,/scimag/?journal=4994&year=2019&volume=2019&issue=,/scimag/?journal=4994&year=2020&volume=2020&issue=,
Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering,4995,John Wiley and Sons,/scimag/journals/4995,/scimag/?journal=4995&page=1,17,/scimag/?journal=4995&year=2017&volume=47B&issue=1,/scimag/?journal=4995&year=2018&volume=48B&issue=1,/scimag/?journal=4995&year=2019&volume=2019&issue=,/scimag/?journal=4995&year=2020&volume=2020&issue=,
Concurrency and Computation: Practice and Experience,4998,John Wiley and Sons,/scimag/journals/4998,/scimag/?journal=4998&page=1,194,/scimag/?journal=4998&year=2017&volume=29&issue=1,/scimag/?journal=4998&year=2018&volume=30&issue=1,/scimag/?journal=4998&year=2019&volume=31&issue=1,/scimag/?journal=4998&year=2020&volume=32&issue=1,/scimag/?journal=4998&year=2021&volume=33&issue=1
Concurrency Practice and Experience,4999,John Wiley and Sons,/scimag/journals/4999,/scimag/?journal=4999&page=1,11,,,,,
Conflict Resolution Quarterly,5008,John Wiley and Sons,/scimag/journals/5008,/scimag/?journal=5008&page=1,50,/scimag/?journal=5008&year=2017&volume=34&issue=3,/scimag/?journal=5008&year=2018&volume=35&issue=3,/scimag/?journal=5008&year=2019&volume=36&issue=3,/scimag/?journal=5008&year=2020&volume=37&issue=3,
Congenital Anomalies,5013,John Wiley and Sons,/scimag/journals/5013,/scimag/?journal=5013&page=1,58,/scimag/?journal=5013&year=2017&volume=57&issue=1,/scimag/?journal=5013&year=2018&volume=58&issue=1,/scimag/?journal=5013&year=2019&volume=59&issue=1,/scimag/?journal=5013&year=2020&volume=60&issue=1,
Congenital Heart Disease,5014,John Wiley and Sons,/scimag/journals/5014,/scimag/?journal=5014&page=1,63,/scimag/?journal=5014&year=2017&volume=12&issue=1,/scimag/?journal=5014&year=2018&volume=13&issue=1,/scimag/?journal=5014&year=2019&volume=14&issue=1,,
Conservation Biology,5028,John Wiley and Sons,/scimag/journals/5028,/scimag/?journal=5028&page=1,380,/scimag/?journal=5028&year=2017&volume=31&issue=1,/scimag/?journal=5028&year=2018&volume=32&issue=1,/scimag/?journal=5028&year=2019&volume=33&issue=1,/scimag/?journal=5028&year=2020&volume=34&issue=1,
Constellations,5034,John Wiley and Sons,/scimag/journals/5034,/scimag/?journal=5034&page=1,60,/scimag/?journal=5034&year=2017&volume=8&issue=1,/scimag/?journal=5034&year=2018&volume=9&issue=1,/scimag/?journal=5034&year=2019&volume=10&issue=2,/scimag/?journal=5034&year=2020&volume=11&issue=1,
Contact Dermatitis,5046,John Wiley and Sons,/scimag/journals/5046,/scimag/?journal=5046&page=1,435,/scimag/?journal=5046&year=2017&volume=76&issue=1,/scimag/?journal=5046&year=2018&volume=78&issue=1,/scimag/?journal=5046&year=2019&volume=80&issue=1,/scimag/?journal=5046&year=2020&volume=82&issue=1,/scimag/?journal=5046&year=2021&volume=84&issue=1
Contemporary Hypnosis,5068,John Wiley and Sons,/scimag/journals/5068,/scimag/?journal=5068&page=1,16,,,,,
Contrast Media & Molecular Imaging,5107,John Wiley and Sons,/scimag/journals/5107,/scimag/?journal=5107&page=1,43,/scimag/?journal=5107&year=2017&volume=2017&issue=,/scimag/?journal=5107&year=2018&volume=2018&issue=,/scimag/?journal=5107&year=2019&volume=2019&issue=,/scimag/?journal=5107&year=2020&volume=2020&issue=,
Conversations in Religion & Theology,5125,John Wiley and Sons,/scimag/journals/5125,/scimag/?journal=5125&page=1,10,,,,,
Corporate Governance: An International Review,5143,John Wiley and Sons,/scimag/journals/5143,/scimag/?journal=5143&page=1,55,/scimag/?journal=5143&year=2017&volume=25&issue=1,/scimag/?journal=5143&year=2018&volume=26&issue=1,/scimag/?journal=5143&year=2019&volume=27&issue=1,/scimag/?journal=5143&year=2020&volume=28&issue=1,
Corporate Social Responsibility and Environmental Management,5146,John Wiley and Sons,/scimag/journals/5146,/scimag/?journal=5146&page=1,40,/scimag/?journal=5146&year=2017&volume=24&issue=1,/scimag/?journal=5146&year=2018&volume=25&issue=1,/scimag/?journal=5146&year=2019&volume=26&issue=1,/scimag/?journal=5146&year=2020&volume=27&issue=1,
Creativity and Innovation Management,5178,John Wiley and Sons,/scimag/journals/5178,/scimag/?journal=5178&page=1,50,/scimag/?journal=5178&year=2017&volume=26&issue=1,/scimag/?journal=5178&year=2018&volume=27&issue=1,/scimag/?journal=5178&year=2019&volume=28&issue=1,/scimag/?journal=5178&year=2020&volume=29&issue=S1,
Criminal Behaviour and Mental Health,5188,John Wiley and Sons,/scimag/journals/5188,/scimag/?journal=5188&page=1,60,/scimag/?journal=5188&year=2017&volume=27&issue=1,/scimag/?journal=5188&year=2018&volume=28&issue=1,/scimag/?journal=5188&year=2019&volume=29&issue=1,/scimag/?journal=5188&year=2020&volume=30&issue=1,
Criminology,5199,John Wiley and Sons,/scimag/journals/5199,/scimag/?journal=5199&page=1,83,/scimag/?journal=5199&year=2017&volume=55&issue=1,/scimag/?journal=5199&year=2018&volume=56&issue=1,/scimag/?journal=5199&year=2019&volume=57&issue=1,/scimag/?journal=5199&year=2020&volume=58&issue=1,
Criminology & Public Policy,5200,John Wiley and Sons,/scimag/journals/5200,/scimag/?journal=5200&page=1,48,/scimag/?journal=5200&year=2017&volume=16&issue=1,/scimag/?journal=5200&year=2018&volume=17&issue=1,/scimag/?journal=5200&year=2019&volume=18&issue=1,/scimag/?journal=5200&year=2020&volume=19&issue=1,
Critical Quarterly,5224,John Wiley and Sons,/scimag/journals/5224,/scimag/?journal=5224&page=1,163,/scimag/?journal=5224&year=2017&volume=59&issue=1,/scimag/?journal=5224&year=2018&volume=60&issue=1,/scimag/?journal=5224&year=2019&volume=61&issue=1,/scimag/?journal=5224&year=2020&volume=62&issue=1,
Crystal Research and Technology,5287,John Wiley and Sons,/scimag/journals/5287,/scimag/?journal=5287&page=1,449,/scimag/?journal=5287&year=2017&volume=52&issue=1,/scimag/?journal=5287&year=2018&volume=53&issue=1,/scimag/?journal=5287&year=2019&volume=54&issue=1,/scimag/?journal=5287&year=2020&volume=55&issue=1,
Cultural Anthropology,5318,John Wiley and Sons,/scimag/journals/5318,/scimag/?journal=5318&page=1,66,/scimag/?journal=5318&year=2017&volume=32&issue=1,/scimag/?journal=5318&year=2018&volume=33&issue=1,/scimag/?journal=5318&year=2019&volume=34&issue=1,/scimag/?journal=5318&year=2020&volume=35&issue=1,
Curriculum Inquiry,5563,John Wiley and Sons,/scimag/journals/5563,/scimag/?journal=5563&page=1,119,/scimag/?journal=5563&year=2017&volume=47&issue=1,/scimag/?journal=5563&year=2018&volume=48&issue=1,/scimag/?journal=5563&year=2019&volume=49&issue=1,/scimag/?journal=5563&year=2020&volume=50&issue=1,
Curtis's Botanical Magazine,5567,John Wiley and Sons,/scimag/journals/5567,/scimag/?journal=5567&page=1,71,/scimag/?journal=5567&year=2017&volume=34&issue=1,/scimag/?journal=5567&year=2018&volume=35&issue=1,/scimag/?journal=5567&year=2019&volume=36&issue=1,/scimag/?journal=5567&year=2020&volume=37&issue=1,
Cytometry,5587,John Wiley and Sons,/scimag/journals/5587,/scimag/?journal=5587&page=1,261,/scimag/?journal=5587&year=2017&volume=91&issue=1,/scimag/?journal=5587&year=2018&volume=93&issue=1,/scimag/?journal=5587&year=2019&volume=95&issue=1,/scimag/?journal=5587&year=2020&volume=97&issue=1,
Cytometry Part B: Clinical Cytometry,5589,John Wiley and Sons,/scimag/journals/5589,/scimag/?journal=5589&page=1,55,/scimag/?journal=5589&year=2017&volume=92&issue=1,/scimag/?journal=5589&year=2018&volume=94&issue=1,/scimag/?journal=5589&year=2019&volume=96&issue=1,/scimag/?journal=5589&year=2020&volume=98&issue=1,
Cytopathology,5590,John Wiley and Sons,/scimag/journals/5590,/scimag/?journal=5590&page=1,116,/scimag/?journal=5590&year=2017&volume=28&issue=1,/scimag/?journal=5590&year=2018&volume=29&issue=,/scimag/?journal=5590&year=2019&volume=30&issue=1,/scimag/?journal=5590&year=2020&volume=31&issue=1,/scimag/?journal=5590&year=2021&volume=32&issue=1
Deafness & Education International,5629,John Wiley and Sons,/scimag/journals/5629,/scimag/?journal=5629&page=1,28,/scimag/?journal=5629&year=2017&volume=19&issue=1,/scimag/?journal=5629&year=2018&volume=20&issue=1,/scimag/?journal=5629&year=2019&volume=21&issue=1,/scimag/?journal=5629&year=2020&volume=22&issue=1,
Decision Sciences Journal of Innovative Education,5639,John Wiley and Sons,/scimag/journals/5639,/scimag/?journal=5639&page=1,23,/scimag/?journal=5639&year=2017&volume=15&issue=1,/scimag/?journal=5639&year=2018&volume=16&issue=1,/scimag/?journal=5639&year=2019&volume=17&issue=1,/scimag/?journal=5639&year=2020&volume=18&issue=1,
Dental Traumatology,5681,John Wiley and Sons,/scimag/journals/5681,/scimag/?journal=5681&page=1,105,/scimag/?journal=5681&year=2017&volume=33&issue=1,/scimag/?journal=5681&year=2018&volume=34&issue=1,/scimag/?journal=5681&year=2019&volume=35&issue=1,/scimag/?journal=5681&year=2020&volume=36&issue=1,/scimag/?journal=5681&year=2021&volume=&issue=
Depression,5684,John Wiley and Sons,/scimag/journals/5684,/scimag/?journal=5684&page=1,8,,,,,
Depression and Anxiety,5685,John Wiley and Sons,/scimag/journals/5685,/scimag/?journal=5685&page=1,107,/scimag/?journal=5685&year=2017&volume=34&issue=1,/scimag/?journal=5685&year=2018&volume=35&issue=1,/scimag/?journal=5685&year=2019&volume=36&issue=1,/scimag/?journal=5685&year=2020&volume=37&issue=1,
Dermatologic Surgery,5721,John Wiley and Sons,/scimag/journals/5721,/scimag/?journal=5721&page=1,443,/scimag/?journal=5721&year=2017&volume=43&issue=,/scimag/?journal=5721&year=2018&volume=44&issue=,/scimag/?journal=5721&year=2019&volume=Publish%20Ahead%20of%20Print&issue=,/scimag/?journal=5721&year=2020&volume=Publish%20Ahead%20of%20Print&issue=,/scimag/?journal=5721&year=2021&volume=47&issue=1
Dermatologic Therapy,5722,John Wiley and Sons,/scimag/journals/5722,/scimag/?journal=5722&page=1,137,/scimag/?journal=5722&year=2017&volume=30&issue=1,/scimag/?journal=5722&year=2018&volume=31&issue=1,/scimag/?journal=5722&year=2019&volume=32&issue=1,/scimag/?journal=5722&year=2020&volume=33&issue=1,/scimag/?journal=5722&year=2021&volume=&issue=
Developing World Bioethics,5762,John Wiley and Sons,/scimag/journals/5762,/scimag/?journal=5762&page=1,26,/scimag/?journal=5762&year=2017&volume=17&issue=1,/scimag/?journal=5762&year=2018&volume=18&issue=1,/scimag/?journal=5762&year=2019&volume=19&issue=1,/scimag/?journal=5762&year=2020&volume=20&issue=1,
Development and Change,5766,John Wiley and Sons,/scimag/journals/5766,/scimag/?journal=5766&page=1,100,/scimag/?journal=5766&year=2017&volume=48&issue=1,/scimag/?journal=5766&year=2018&volume=49&issue=1,/scimag/?journal=5766&year=2019&volume=50&issue=1,/scimag/?journal=5766&year=2020&volume=51&issue=1,
Development Policy Review,5772,John Wiley and Sons,/scimag/journals/5772,/scimag/?journal=5772&page=1,64,/scimag/?journal=5772&year=2017&volume=35&issue=,/scimag/?journal=5772&year=2018&volume=36&issue=,/scimag/?journal=5772&year=2019&volume=37&issue=S2,/scimag/?journal=5772&year=2020&volume=38&issue=1,
"Development, Growth & Differentiation",5774,John Wiley and Sons,/scimag/journals/5774,/scimag/?journal=5774&page=1,144,/scimag/?journal=5774&year=2017&volume=59&issue=1,/scimag/?journal=5774&year=2018&volume=60&issue=1,/scimag/?journal=5774&year=2019&volume=61&issue=1,/scimag/?journal=5774&year=2020&volume=62&issue=1,
Developmental Dynamics,5780,John Wiley and Sons,/scimag/journals/5780,/scimag/?journal=5780&page=1,429,/scimag/?journal=5780&year=2017&volume=246&issue=1,/scimag/?journal=5780&year=2018&volume=247&issue=1,/scimag/?journal=5780&year=2019&volume=248&issue=1,/scimag/?journal=5780&year=2020&volume=249&issue=1,/scimag/?journal=5780&year=2021&volume=250&issue=1
Developmental Genetics,5781,John Wiley and Sons,/scimag/journals/5781,/scimag/?journal=5781&page=1,1,,,,,
Developmental Medicine & Child Neurology,5783,John Wiley and Sons,/scimag/journals/5783,/scimag/?journal=5783&page=1,582,/scimag/?journal=5783&year=2017&volume=59&issue=,/scimag/?journal=5783&year=2018&volume=60&issue=,/scimag/?journal=5783&year=2019&volume=61&issue=S2,/scimag/?journal=5783&year=2020&volume=62&issue=S1,/scimag/?journal=5783&year=2021&volume=63&issue=1
Developmental Psychobiology,5788,John Wiley and Sons,/scimag/journals/5788,/scimag/?journal=5788&page=1,153,/scimag/?journal=5788&year=2017&volume=59&issue=1,/scimag/?journal=5788&year=2018&volume=60&issue=S1,/scimag/?journal=5788&year=2019&volume=61&issue=S1,/scimag/?journal=5788&year=2020&volume=62&issue=S1,
Developmental Science,5791,John Wiley and Sons,/scimag/journals/5791,/scimag/?journal=5791&page=1,91,/scimag/?journal=5791&year=2017&volume=20&issue=1,/scimag/?journal=5791&year=2018&volume=21&issue=1,/scimag/?journal=5791&year=2019&volume=22&issue=1,/scimag/?journal=5791&year=2020&volume=23&issue=1,/scimag/?journal=5791&year=2021&volume=&issue=
"Diabetes, Obesity and Metabolism",5826,John Wiley and Sons,/scimag/journals/5826,/scimag/?journal=5826&page=1,160,/scimag/?journal=5826&year=2017&volume=19&issue=,/scimag/?journal=5826&year=2018&volume=20&issue=,/scimag/?journal=5826&year=2019&volume=21&issue=S1,/scimag/?journal=5826&year=2020&volume=22&issue=S1,/scimag/?journal=5826&year=2021&volume=23&issue=1
Diabetes/Metabolism Research and Reviews,5827,John Wiley and Sons,/scimag/journals/5827,/scimag/?journal=5827&page=1,89,,/scimag/?journal=5827&year=2018&volume=&issue=,/scimag/?journal=5827&year=2019&volume=35&issue=4,/scimag/?journal=5827&year=2020&volume=36&issue=S1,
Diabetic Medicine,5830,John Wiley and Sons,/scimag/journals/5830,/scimag/?journal=5830&page=1,315,/scimag/?journal=5830&year=2017&volume=34&issue=,/scimag/?journal=5830&year=2018&volume=35&issue=,/scimag/?journal=5830&year=2019&volume=36&issue=,/scimag/?journal=5830&year=2020&volume=37&issue=S1,/scimag/?journal=5830&year=2021&volume=38&issue=1
Diagnostic Cytopathology,5841,John Wiley and Sons,/scimag/journals/5841,/scimag/?journal=5841&page=1,267,/scimag/?journal=5841&year=2017&volume=45&issue=1,/scimag/?journal=5841&year=2018&volume=46&issue=1,/scimag/?journal=5841&year=2019&volume=47&issue=1,/scimag/?journal=5841&year=2020&volume=48&issue=1,/scimag/?journal=5841&year=2021&volume=49&issue=1
Dialectica,5850,John Wiley and Sons,/scimag/journals/5850,/scimag/?journal=5850&page=1,89,/scimag/?journal=5850&year=2017&volume=71&issue=1,/scimag/?journal=5850&year=2018&volume=72&issue=1,/scimag/?journal=5850&year=2019&volume=73&issue=1-2,,
Dialog,5854,John Wiley and Sons,/scimag/journals/5854,/scimag/?journal=5854&page=1,55,/scimag/?journal=5854&year=2017&volume=56&issue=1,/scimag/?journal=5854&year=2018&volume=57&issue=1,/scimag/?journal=5854&year=2019&volume=58&issue=1,/scimag/?journal=5854&year=2020&volume=59&issue=1,
DIBt Mitteilungen,5869,John Wiley and Sons,/scimag/journals/5869,/scimag/?journal=5869&page=1,20,,,,,
Differentiation,5893,John Wiley and Sons,/scimag/journals/5893,/scimag/?journal=5893&page=1,135,/scimag/?journal=5893&year=2017&volume=93&issue=,/scimag/?journal=5893&year=2018&volume=99&issue=,/scimag/?journal=5893&year=2019&volume=105&issue=,/scimag/?journal=5893&year=2020&volume=111&issue=,
Digestive Endoscopy,5901,John Wiley and Sons,/scimag/journals/5901,/scimag/?journal=5901&page=1,155,/scimag/?journal=5901&year=2017&volume=29&issue=,/scimag/?journal=5901&year=2018&volume=30&issue=,/scimag/?journal=5901&year=2019&volume=31&issue=S1,/scimag/?journal=5901&year=2020&volume=32&issue=S1,/scimag/?journal=5901&year=2021&volume=33&issue=1
Diplomatic History,5911,John Wiley and Sons,/scimag/journals/5911,/scimag/?journal=5911&page=1,101,/scimag/?journal=5911&year=2017&volume=41&issue=1,/scimag/?journal=5911&year=2018&volume=42&issue=1,/scimag/?journal=5911&year=2019&volume=43&issue=1,/scimag/?journal=5911&year=2020&volume=44&issue=1,
Disasters,5925,John Wiley and Sons,/scimag/journals/5925,/scimag/?journal=5925&page=1,90,/scimag/?journal=5925&year=2017&volume=41&issue=1,/scimag/?journal=5925&year=2018&volume=42&issue=,/scimag/?journal=5925&year=2019&volume=43&issue=S3,/scimag/?journal=5925&year=2020&volume=44&issue=1,/scimag/?journal=5925&year=2021&volume=45&issue=1
Diseases of the Esophagus,5958,John Wiley and Sons,/scimag/journals/5958,/scimag/?journal=5958&page=1,165,/scimag/?journal=5958&year=2017&volume=30&issue=3,/scimag/?journal=5958&year=2018&volume=31&issue=Supplement_1,/scimag/?journal=5958&year=2019&volume=32&issue=Supplement_1,/scimag/?journal=5958&year=2020&volume=33&issue=Supplement_2,
Diversity and Distributions,5970,John Wiley and Sons,/scimag/journals/5970,/scimag/?journal=5970&page=1,94,/scimag/?journal=5970&year=2017&volume=23&issue=1,/scimag/?journal=5970&year=2018&volume=24&issue=1,/scimag/?journal=5970&year=2019&volume=25&issue=1,/scimag/?journal=5970&year=2020&volume=26&issue=1,/scimag/?journal=5970&year=2021&volume=27&issue=1
Drug Development Research,6042,John Wiley and Sons,/scimag/journals/6042,/scimag/?journal=6042&page=1,152,/scimag/?journal=6042&year=2017&volume=78&issue=1,/scimag/?journal=6042&year=2018&volume=79&issue=1,/scimag/?journal=6042&year=2019&volume=80&issue=1,/scimag/?journal=6042&year=2020&volume=81&issue=1,
