Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Cultural Trends,5330,Taylor and Francis Group,/scimag/journals/5330,/scimag/?journal=5330&page=1,44,/scimag/?journal=5330&year=2017&volume=26&issue=1,/scimag/?journal=5330&year=2018&volume=27&issue=1,/scimag/?journal=5330&year=2019&volume=28&issue=1,/scimag/?journal=5330&year=2020&volume=29&issue=1,
Cultural Values,5331,Taylor and Francis Group,/scimag/journals/5331,/scimag/?journal=5331&page=1,7,,,,,
Culture and Organization,5337,Taylor and Francis Group,/scimag/journals/5337,/scimag/?journal=5337&page=1,22,/scimag/?journal=5337&year=2017&volume=23&issue=2,/scimag/?journal=5337&year=2018&volume=24&issue=1,/scimag/?journal=5337&year=2019&volume=25&issue=2,/scimag/?journal=5337&year=2020&volume=26&issue=2,
Culture and Religion,5338,Taylor and Francis Group,/scimag/journals/5338,/scimag/?journal=5338&page=1,22,/scimag/?journal=5338&year=2017&volume=18&issue=1,/scimag/?journal=5338&year=2018&volume=19&issue=1,/scimag/?journal=5338&year=2019&volume=20&issue=1,/scimag/?journal=5338&year=2020&volume=21&issue=1,
Culture Health & Sexuality,5341,Taylor and Francis Group,/scimag/journals/5341,/scimag/?journal=5341&page=1,98,/scimag/?journal=5341&year=2017&volume=19&issue=1,/scimag/?journal=5341&year=2018&volume=20&issue=3,/scimag/?journal=5341&year=2019&volume=21&issue=9,/scimag/?journal=5341&year=2020&volume=22&issue=sup1,/scimag/?journal=5341&year=2021&volume=&issue=
Culture Theory & Critique,5345,Taylor and Francis Group,/scimag/journals/5345,/scimag/?journal=5345&page=1,15,/scimag/?journal=5345&year=2017&volume=58&issue=1,/scimag/?journal=5345&year=2018&volume=59&issue=1,/scimag/?journal=5345&year=2019&volume=60&issue=1,/scimag/?journal=5345&year=2020&volume=61&issue=1,
Current Issues in Language Planning,5423,Taylor and Francis Group,/scimag/journals/5423,/scimag/?journal=5423&page=1,22,/scimag/?journal=5423&year=2017&volume=18&issue=1,/scimag/?journal=5423&year=2018&volume=19&issue=2,/scimag/?journal=5423&year=2019&volume=20&issue=1,/scimag/?journal=5423&year=2020&volume=21&issue=4,
Current Issues in Tourism,5425,Taylor and Francis Group,/scimag/journals/5425,/scimag/?journal=5425&page=1,66,/scimag/?journal=5425&year=2017&volume=20&issue=9,/scimag/?journal=5425&year=2018&volume=21&issue=18,/scimag/?journal=5425&year=2019&volume=22&issue=15,/scimag/?journal=5425&year=2020&volume=&issue=,
Current Writing,5560,Taylor and Francis Group,/scimag/journals/5560,/scimag/?journal=5560&page=1,30,/scimag/?journal=5560&year=2017&volume=29&issue=1,/scimag/?journal=5560&year=2018&volume=30&issue=1,/scimag/?journal=5560&year=2019&volume=31&issue=1,/scimag/?journal=5560&year=2020&volume=32&issue=1,
Curriculum Journal,5564,Taylor and Francis Group,/scimag/journals/5564,/scimag/?journal=5564&page=1,44,/scimag/?journal=5564&year=2017&volume=28&issue=1,/scimag/?journal=5564&year=2018&volume=29&issue=1,/scimag/?journal=5564&year=2019&volume=30&issue=1,/scimag/?journal=5564&year=2020&volume=31&issue=1,
Curriculum Studies,5565,Taylor and Francis Group,/scimag/journals/5565,/scimag/?journal=5565&page=1,72,,,,,
Cybernetics & Systems,5574,Taylor and Francis Group,/scimag/journals/5574,/scimag/?journal=5574&page=1,63,/scimag/?journal=5574&year=2017&volume=48&issue=1,/scimag/?journal=5574&year=2018&volume=49&issue=1,/scimag/?journal=5574&year=2019&volume=50&issue=1,/scimag/?journal=5574&year=2020&volume=51&issue=2,
CyTA - Journal of Food,5578,Taylor and Francis Group,/scimag/journals/5578,/scimag/?journal=5578&page=1,35,/scimag/?journal=5578&year=2017&volume=15&issue=2,/scimag/?journal=5578&year=2018&volume=16&issue=1,/scimag/?journal=5578&year=2019&volume=17&issue=1,/scimag/?journal=5578&year=2020&volume=18&issue=1,/scimag/?journal=5578&year=2021&volume=19&issue=1
Cytokines Cellular & Molecular Therapy,5584,Taylor and Francis Group,/scimag/journals/5584,/scimag/?journal=5584&page=1,3,,,,,
Dance Chronicle,5606,Taylor and Francis Group,/scimag/journals/5606,/scimag/?journal=5606&page=1,81,/scimag/?journal=5606&year=2017&volume=40&issue=1,/scimag/?journal=5606&year=2018&volume=41&issue=1,/scimag/?journal=5606&year=2019&volume=42&issue=1,/scimag/?journal=5606&year=2020&volume=43&issue=1,
Death Studies,5632,Taylor and Francis Group,/scimag/journals/5632,/scimag/?journal=5632&page=1,104,/scimag/?journal=5632&year=2017&volume=41&issue=1,/scimag/?journal=5632&year=2018&volume=42&issue=1,/scimag/?journal=5632&year=2019&volume=43&issue=2,/scimag/?journal=5632&year=2020&volume=44&issue=7,
Debatte: Journal of Contemporary Central and Eastern Europe,5634,Taylor and Francis Group,/scimag/journals/5634,/scimag/?journal=5634&page=1,21,,,,,
Defence and Peace Economics,5651,Taylor and Francis Group,/scimag/journals/5651,/scimag/?journal=5651&page=1,44,/scimag/?journal=5651&year=2017&volume=28&issue=4,/scimag/?journal=5651&year=2018&volume=29&issue=5,/scimag/?journal=5651&year=2019&volume=30&issue=1,/scimag/?journal=5651&year=2020&volume=31&issue=1,/scimag/?journal=5651&year=2021&volume=32&issue=5
Defence Economics,5652,Taylor and Francis Group,/scimag/journals/5652,/scimag/?journal=5652&page=1,6,,,,,
Defense & Security Analysis,5655,Taylor and Francis Group,/scimag/journals/5655,/scimag/?journal=5655&page=1,29,/scimag/?journal=5655&year=2017&volume=33&issue=1,/scimag/?journal=5655&year=2018&volume=34&issue=1,/scimag/?journal=5655&year=2019&volume=35&issue=1,/scimag/?journal=5655&year=2020&volume=36&issue=1,
Defense Analysis,5656,Taylor and Francis Group,/scimag/journals/5656,/scimag/?journal=5656&page=1,27,,,,,
Democracy & Nature,5664,Taylor and Francis Group,/scimag/journals/5664,/scimag/?journal=5664&page=1,6,,,,,
Democracy and Security,5665,Taylor and Francis Group,/scimag/journals/5665,/scimag/?journal=5665&page=1,18,/scimag/?journal=5665&year=2017&volume=13&issue=1,/scimag/?journal=5665&year=2018&volume=14&issue=1,/scimag/?journal=5665&year=2019&volume=15&issue=1,/scimag/?journal=5665&year=2020&volume=16&issue=1,
Democratization,5666,Taylor and Francis Group,/scimag/journals/5666,/scimag/?journal=5666&page=1,72,/scimag/?journal=5666&year=2017&volume=24&issue=4,/scimag/?journal=5666&year=2018&volume=25&issue=2,/scimag/?journal=5666&year=2019&volume=26&issue=1,/scimag/?journal=5666&year=2020&volume=27&issue=1,
Design,5735,Taylor and Francis Group,/scimag/journals/5735,/scimag/?journal=5735&page=1,189,,,,,
Design For Arts in Education,5739,Taylor and Francis Group,/scimag/journals/5739,/scimag/?journal=5739&page=1,39,,,,,
Designed Monomers & Polymers,5746,Taylor and Francis Group,/scimag/journals/5746,/scimag/?journal=5746&page=1,40,/scimag/?journal=5746&year=2017&volume=20&issue=1,/scimag/?journal=5746&year=2018&volume=21&issue=1,/scimag/?journal=5746&year=2019&volume=22&issue=1,/scimag/?journal=5746&year=2020&volume=23&issue=1,
Development in Practice,5771,Taylor and Francis Group,/scimag/journals/5771,/scimag/?journal=5771&page=1,180,/scimag/?journal=5771&year=2017&volume=27&issue=1,/scimag/?journal=5771&year=2018&volume=28&issue=1,/scimag/?journal=5771&year=2019&volume=29&issue=1,/scimag/?journal=5771&year=2020&volume=30&issue=1,
Development Southern Africa,5773,Taylor and Francis Group,/scimag/journals/5773,/scimag/?journal=5773&page=1,86,/scimag/?journal=5773&year=2017&volume=34&issue=1,/scimag/?journal=5773&year=2018&volume=35&issue=1,/scimag/?journal=5773&year=2019&volume=36&issue=2,/scimag/?journal=5773&year=2020&volume=37&issue=2,
Developmental Neuropsychology,5785,Taylor and Francis Group,/scimag/journals/5785,/scimag/?journal=5785&page=1,56,/scimag/?journal=5785&year=2017&volume=42&issue=1,/scimag/?journal=5785&year=2018&volume=43&issue=1,/scimag/?journal=5785&year=2019&volume=44&issue=2,/scimag/?journal=5785&year=2020&volume=45&issue=1,
Deviant Behavior,5806,Taylor and Francis Group,/scimag/journals/5806,/scimag/?journal=5806&page=1,75,/scimag/?journal=5806&year=2017&volume=38&issue=1,/scimag/?journal=5806&year=2018&volume=39&issue=4,/scimag/?journal=5806&year=2019&volume=40&issue=3,/scimag/?journal=5806&year=2020&volume=41&issue=1,
Diagnostic and Therapeutic Endoscopy,5840,Taylor and Francis Group,/scimag/journals/5840,/scimag/?journal=5840&page=1,16,/scimag/?journal=5840&year=2017&volume=2017&issue=,/scimag/?journal=5840&year=2018&volume=2018&issue=,,,
Diaspora Indigenous and Minority Education,5867,Taylor and Francis Group,/scimag/journals/5867,/scimag/?journal=5867&page=1,13,/scimag/?journal=5867&year=2017&volume=11&issue=1,/scimag/?journal=5867&year=2018&volume=12&issue=1,/scimag/?journal=5867&year=2019&volume=13&issue=1,/scimag/?journal=5867&year=2020&volume=14&issue=1,
Digital Creativity,5903,Taylor and Francis Group,/scimag/journals/5903,/scimag/?journal=5903&page=1,27,/scimag/?journal=5903&year=2017&volume=28&issue=1,/scimag/?journal=5903&year=2018&volume=29&issue=1,/scimag/?journal=5903&year=2019&volume=30&issue=1,/scimag/?journal=5903&year=2020&volume=31&issue=1,
Diplomacy & Statecraft,5910,Taylor and Francis Group,/scimag/journals/5910,/scimag/?journal=5910&page=1,62,/scimag/?journal=5910&year=2017&volume=28&issue=1,/scimag/?journal=5910&year=2018&volume=29&issue=1,/scimag/?journal=5910&year=2019&volume=30&issue=1,/scimag/?journal=5910&year=2020&volume=31&issue=1,
Disability & Society,5917,Taylor and Francis Group,/scimag/journals/5917,/scimag/?journal=5917&page=1,109,/scimag/?journal=5917&year=2017&volume=32&issue=1,/scimag/?journal=5917&year=2018&volume=33&issue=1,/scimag/?journal=5917&year=2019&volume=34&issue=1,/scimag/?journal=5917&year=2020&volume=35&issue=1,
Discourse Processes,5931,Taylor and Francis Group,/scimag/journals/5931,/scimag/?journal=5931&page=1,54,/scimag/?journal=5931&year=2017&volume=54&issue=2,/scimag/?journal=5931&year=2018&volume=55&issue=2,/scimag/?journal=5931&year=2019&volume=56&issue=1,/scimag/?journal=5931&year=2020&volume=57&issue=5-6,
Discourse Studies in the Cultural Politics of Education,5927,Taylor and Francis Group,/scimag/journals/5927,/scimag/?journal=5927&page=1,69,/scimag/?journal=5927&year=2017&volume=38&issue=1,/scimag/?journal=5927&year=2018&volume=39&issue=1,/scimag/?journal=5927&year=2019&volume=40&issue=1,/scimag/?journal=5927&year=2020&volume=41&issue=3,
Distance Education,5962,Taylor and Francis Group,/scimag/journals/5962,/scimag/?journal=5962&page=1,46,/scimag/?journal=5962&year=2017&volume=38&issue=1,/scimag/?journal=5962&year=2018&volume=39&issue=1,/scimag/?journal=5962&year=2019&volume=40&issue=1,/scimag/?journal=5962&year=2020&volume=41&issue=1,/scimag/?journal=5962&year=2021&volume=42&issue=1
Distinktion Scandinavian Journal of Social Theory,5964,Taylor and Francis Group,/scimag/journals/5964,/scimag/?journal=5964&page=1,19,/scimag/?journal=5964&year=2017&volume=18&issue=1,/scimag/?journal=5964&year=2018&volume=19&issue=1,/scimag/?journal=5964&year=2019&volume=20&issue=1,/scimag/?journal=5964&year=2020&volume=21&issue=1,
Distributed Generation & Alternative Energy Journal,5967,Taylor and Francis Group,/scimag/journals/5967,/scimag/?journal=5967&page=1,8,/scimag/?journal=5967&year=2017&volume=32&issue=1,/scimag/?journal=5967&year=2018&volume=33&issue=1,/scimag/?journal=5967&year=2019&volume=34&issue=1,,
Dramatherapy,6022,Taylor and Francis Group,/scimag/journals/6022,/scimag/?journal=6022&page=1,40,/scimag/?journal=6022&year=2017&volume=38&issue=1,/scimag/?journal=6022&year=2018&volume=39&issue=1,/scimag/?journal=6022&year=2019&volume=40&issue=1,/scimag/?journal=6022&year=2020&volume=&issue=,
Drying Technology,6075,Taylor and Francis Group,/scimag/journals/6075,/scimag/?journal=6075&page=1,234,/scimag/?journal=6075&year=2017&volume=35&issue=1,/scimag/?journal=6075&year=2018&volume=36&issue=7,/scimag/?journal=6075&year=2019&volume=37&issue=3,/scimag/?journal=6075&year=2020&volume=38&issue=12,
Dynamical Systems / An International Journal,6094,Taylor and Francis Group,/scimag/journals/6094,/scimag/?journal=6094&page=1,37,/scimag/?journal=6094&year=2017&volume=32&issue=1,/scimag/?journal=6094&year=2018&volume=33&issue=2,/scimag/?journal=6094&year=2019&volume=34&issue=1,/scimag/?journal=6094&year=2020&volume=&issue=,
Dynamics of Asymmetric Conflict,6096,Taylor and Francis Group,/scimag/journals/6096,/scimag/?journal=6096&page=1,10,/scimag/?journal=6096&year=2017&volume=10&issue=1,/scimag/?journal=6096&year=2018&volume=11&issue=1,/scimag/?journal=6096&year=2019&volume=12&issue=1,/scimag/?journal=6096&year=2020&volume=13&issue=1,
Early Child Development and Care,6105,Taylor and Francis Group,/scimag/journals/6105,/scimag/?journal=6105&page=1,189,/scimag/?journal=6105&year=2017&volume=187&issue=1,/scimag/?journal=6105&year=2018&volume=188&issue=1,/scimag/?journal=6105&year=2019&volume=189&issue=1,/scimag/?journal=6105&year=2020&volume=190&issue=1,
Early Education and Development,6110,Taylor and Francis Group,/scimag/journals/6110,/scimag/?journal=6110&page=1,55,/scimag/?journal=6110&year=2017&volume=28&issue=1,/scimag/?journal=6110&year=2018&volume=29&issue=1,/scimag/?journal=6110&year=2019&volume=30&issue=1,/scimag/?journal=6110&year=2020&volume=31&issue=5,/scimag/?journal=6110&year=2021&volume=32&issue=1
Early Popular Visual Culture,6117,Taylor and Francis Group,/scimag/journals/6117,/scimag/?journal=6117&page=1,23,/scimag/?journal=6117&year=2017&volume=15&issue=1,/scimag/?journal=6117&year=2018&volume=16&issue=1,/scimag/?journal=6117&year=2019&volume=17&issue=1,/scimag/?journal=6117&year=2020&volume=18&issue=1,
Early Years,6119,Taylor and Francis Group,/scimag/journals/6119,/scimag/?journal=6119&page=1,45,/scimag/?journal=6119&year=2017&volume=37&issue=1,/scimag/?journal=6119&year=2018&volume=38&issue=1,/scimag/?journal=6119&year=2019&volume=39&issue=2,/scimag/?journal=6119&year=2020&volume=40&issue=1,
East European Jewish Affairs,6156,Taylor and Francis Group,/scimag/journals/6156,/scimag/?journal=6156&page=1,35,/scimag/?journal=6156&year=2017&volume=47&issue=1,/scimag/?journal=6156&year=2018&volume=48&issue=1,/scimag/?journal=6156&year=2019&volume=49&issue=1,/scimag/?journal=6156&year=2020&volume=50&issue=1-2,
Eating Disorders,6166,Taylor and Francis Group,/scimag/journals/6166,/scimag/?journal=6166&page=1,50,/scimag/?journal=6166&year=2017&volume=25&issue=3,/scimag/?journal=6166&year=2018&volume=26&issue=1,/scimag/?journal=6166&year=2019&volume=27&issue=2,/scimag/?journal=6166&year=2020&volume=28&issue=1,
Ecological Psychology,6205,Taylor and Francis Group,/scimag/journals/6205,/scimag/?journal=6205&page=1,24,/scimag/?journal=6205&year=2017&volume=29&issue=1,/scimag/?journal=6205&year=2018&volume=30&issue=1,/scimag/?journal=6205&year=2019&volume=31&issue=3,/scimag/?journal=6205&year=2020&volume=32&issue=4,
Ecology of Food and Nutrition,6216,Taylor and Francis Group,/scimag/journals/6216,/scimag/?journal=6216&page=1,82,/scimag/?journal=6216&year=2017&volume=56&issue=1,/scimag/?journal=6216&year=2018&volume=57&issue=1,/scimag/?journal=6216&year=2019&volume=58&issue=1,/scimag/?journal=6216&year=2020&volume=59&issue=1,
Econometric Reviews,6219,Taylor and Francis Group,/scimag/journals/6219,/scimag/?journal=6219&page=1,50,/scimag/?journal=6219&year=2017&volume=36&issue=1-3,/scimag/?journal=6219&year=2018&volume=37&issue=10,/scimag/?journal=6219&year=2019&volume=38&issue=9,/scimag/?journal=6219&year=2020&volume=39&issue=1,
Economic Analysis,6228,Taylor and Francis Group,/scimag/journals/6228,/scimag/?journal=6228&page=1,1,,,,,
Economic History of Developing Regions,6239,Taylor and Francis Group,/scimag/journals/6239,/scimag/?journal=6239&page=1,6,/scimag/?journal=6239&year=2017&volume=32&issue=1,/scimag/?journal=6239&year=2018&volume=33&issue=1,/scimag/?journal=6239&year=2019&volume=34&issue=1,/scimag/?journal=6239&year=2020&volume=35&issue=1,
Economic Systems Research,6249,Taylor and Francis Group,/scimag/journals/6249,/scimag/?journal=6249&page=1,39,/scimag/?journal=6249&year=2017&volume=29&issue=1,/scimag/?journal=6249&year=2018&volume=30&issue=2,/scimag/?journal=6249&year=2019&volume=&issue=,/scimag/?journal=6249&year=2020&volume=&issue=,
Economics of Innovation and New Technology,6260,Taylor and Francis Group,/scimag/journals/6260,/scimag/?journal=6260&page=1,41,/scimag/?journal=6260&year=2017&volume=26&issue=1-2,/scimag/?journal=6260&year=2018&volume=27&issue=2,/scimag/?journal=6260&year=2019&volume=28&issue=5,/scimag/?journal=6260&year=2020&volume=&issue=,
Economy and Society,6269,Taylor and Francis Group,/scimag/journals/6269,/scimag/?journal=6269&page=1,52,/scimag/?journal=6269&year=2017&volume=46&issue=1,/scimag/?journal=6269&year=2018&volume=47&issue=1,/scimag/?journal=6269&year=2019&volume=48&issue=1,/scimag/?journal=6269&year=2020&volume=49&issue=3,/scimag/?journal=6269&year=2021&volume=&issue=
Ecquid Novi African Journalism Studies,6280,Taylor and Francis Group,/scimag/journals/6280,/scimag/?journal=6280&page=1,8,,,,,
Edebiyat,6282,Taylor and Francis Group,/scimag/journals/6282,/scimag/?journal=6282&page=1,2,,,,,
EDPACS,6290,Taylor and Francis Group,/scimag/journals/6290,/scimag/?journal=6290&page=1,102,/scimag/?journal=6290&year=2017&volume=55&issue=1,/scimag/?journal=6290&year=2018&volume=57&issue=1,/scimag/?journal=6290&year=2019&volume=59&issue=1,/scimag/?journal=6290&year=2020&volume=61&issue=1,/scimag/?journal=6290&year=2021&volume=63&issue=1
Education 3-13,6299,Taylor and Francis Group,/scimag/journals/6299,/scimag/?journal=6299&page=1,79,/scimag/?journal=6299&year=2017&volume=45&issue=3,/scimag/?journal=6299&year=2018&volume=46&issue=4,/scimag/?journal=6299&year=2019&volume=47&issue=2,/scimag/?journal=6299&year=2020&volume=48&issue=3,
Education and the Law,6303,Taylor and Francis Group,/scimag/journals/6303,/scimag/?journal=6303&page=1,19,,,,,
Education as Change,6306,Taylor and Francis Group,/scimag/journals/6306,/scimag/?journal=6306&page=1,15,,,,,
Education Communication & Information,6309,Taylor and Francis Group,/scimag/journals/6309,/scimag/?journal=6309&page=1,5,,,,,
Education Economics,6310,Taylor and Francis Group,/scimag/journals/6310,/scimag/?journal=6310&page=1,35,/scimag/?journal=6310&year=2017&volume=25&issue=1,/scimag/?journal=6310&year=2018&volume=26&issue=1,/scimag/?journal=6310&year=2019&volume=27&issue=1,/scimag/?journal=6310&year=2020&volume=28&issue=1,
Education Knowledge and Economy,6317,Taylor and Francis Group,/scimag/journals/6317,/scimag/?journal=6317&page=1,3,,,,,
Educational Action Research,6320,Taylor and Francis Group,/scimag/journals/6320,/scimag/?journal=6320&page=1,49,/scimag/?journal=6320&year=2017&volume=25&issue=1,/scimag/?journal=6320&year=2018&volume=26&issue=1,/scimag/?journal=6320&year=2019&volume=27&issue=1,/scimag/?journal=6320&year=2020&volume=28&issue=2,
Educational Assessment,6323,Taylor and Francis Group,/scimag/journals/6323,/scimag/?journal=6323&page=1,15,/scimag/?journal=6323&year=2017&volume=22&issue=1,/scimag/?journal=6323&year=2018&volume=23&issue=1,/scimag/?journal=6323&year=2019&volume=24&issue=1,/scimag/?journal=6323&year=2020&volume=25&issue=1,
Educational Gerontology,6326,Taylor and Francis Group,/scimag/journals/6326,/scimag/?journal=6326&page=1,123,/scimag/?journal=6326&year=2017&volume=43&issue=1,/scimag/?journal=6326&year=2018&volume=44&issue=1,/scimag/?journal=6326&year=2019&volume=45&issue=1,/scimag/?journal=6326&year=2020&volume=46&issue=1,/scimag/?journal=6326&year=2021&volume=47&issue=1
Educational Media International,6330,Taylor and Francis Group,/scimag/journals/6330,/scimag/?journal=6330&page=1,74,/scimag/?journal=6330&year=2017&volume=54&issue=1,/scimag/?journal=6330&year=2018&volume=55&issue=1,/scimag/?journal=6330&year=2019&volume=56&issue=1,/scimag/?journal=6330&year=2020&volume=57&issue=1,
Educational Psychologist,6333,Taylor and Francis Group,/scimag/journals/6333,/scimag/?journal=6333&page=1,52,/scimag/?journal=6333&year=2017&volume=52&issue=2,/scimag/?journal=6333&year=2018&volume=53&issue=2,/scimag/?journal=6333&year=2019&volume=54&issue=3,/scimag/?journal=6333&year=2020&volume=55&issue=1,
Educational Psychology,6334,Taylor and Francis Group,/scimag/journals/6334,/scimag/?journal=6334&page=1,76,/scimag/?journal=6334&year=2017&volume=37&issue=1,/scimag/?journal=6334&year=2018&volume=38&issue=1,/scimag/?journal=6334&year=2019&volume=39&issue=1,/scimag/?journal=6334&year=2020&volume=40&issue=1,
Educational Psychology in Practice,6335,Taylor and Francis Group,/scimag/journals/6335,/scimag/?journal=6335&page=1,60,/scimag/?journal=6335&year=2017&volume=33&issue=1,/scimag/?journal=6335&year=2018&volume=34&issue=1,/scimag/?journal=6335&year=2019&volume=35&issue=1,/scimag/?journal=6335&year=2020&volume=36&issue=1,
Educational Research,6337,Taylor and Francis Group,/scimag/journals/6337,/scimag/?journal=6337&page=1,74,/scimag/?journal=6337&year=2017&volume=59&issue=1,/scimag/?journal=6337&year=2018&volume=60&issue=1,/scimag/?journal=6337&year=2019&volume=61&issue=1,/scimag/?journal=6337&year=2020&volume=62&issue=1,
Educational Research and Evaluation,6338,Taylor and Francis Group,/scimag/journals/6338,/scimag/?journal=6338&page=1,30,/scimag/?journal=6338&year=2017&volume=23&issue=1-2,/scimag/?journal=6338&year=2018&volume=24&issue=1-2,/scimag/?journal=6338&year=2019&volume=25&issue=1-2,/scimag/?journal=6338&year=2020&volume=&issue=,
Educational Review,6344,Taylor and Francis Group,/scimag/journals/6344,/scimag/?journal=6344&page=1,90,/scimag/?journal=6344&year=2017&volume=69&issue=1,/scimag/?journal=6344&year=2018&volume=70&issue=1,/scimag/?journal=6344&year=2019&volume=71&issue=1,/scimag/?journal=6344&year=2020&volume=72&issue=1,
Educational Studies,6345,Taylor and Francis Group,/scimag/journals/6345,/scimag/?journal=6345&page=1,99,/scimag/?journal=6345&year=2017&volume=43&issue=1,/scimag/?journal=6345&year=2018&volume=54&issue=1,/scimag/?journal=6345&year=2019&volume=55&issue=1,/scimag/?journal=6345&year=2020&volume=56&issue=1,
Educational Studies A Jrnl of the American Educ Studies Assoc,6346,Taylor and Francis Group,/scimag/journals/6346,/scimag/?journal=6346&page=1,33,,,,,
Effective Education,6354,Taylor and Francis Group,/scimag/journals/6354,/scimag/?journal=6354&page=1,2,,,,,
Electric Machines & Power Systems,6398,Taylor and Francis Group,/scimag/journals/6398,/scimag/?journal=6398&page=1,52,,,,,
Electric Power Components and Systems,6399,Taylor and Francis Group,/scimag/journals/6399,/scimag/?journal=6399&page=1,94,/scimag/?journal=6399&year=2017&volume=45&issue=1,/scimag/?journal=6399&year=2018&volume=46&issue=1,/scimag/?journal=6399&year=2019&volume=47&issue=1-2,/scimag/?journal=6399&year=2020&volume=48&issue=1-2,
Electromagnetics,6419,Taylor and Francis Group,/scimag/journals/6419,/scimag/?journal=6419&page=1,60,/scimag/?journal=6419&year=2017&volume=37&issue=1,/scimag/?journal=6419&year=2018&volume=38&issue=1,/scimag/?journal=6419&year=2019&volume=39&issue=1,/scimag/?journal=6419&year=2020&volume=40&issue=1,/scimag/?journal=6419&year=2021&volume=41&issue=1
Emergences Journal for the Study of Media & Composite Cultures,6521,Taylor and Francis Group,/scimag/journals/6521,/scimag/?journal=6521&page=1,2,,,,,
Emotional & Behavioural Difficulties,6545,Taylor and Francis Group,/scimag/journals/6545,/scimag/?journal=6545&page=1,32,/scimag/?journal=6545&year=2017&volume=22&issue=1,/scimag/?journal=6545&year=2018&volume=23&issue=1,/scimag/?journal=6545&year=2019&volume=24&issue=1,/scimag/?journal=6545&year=2020&volume=25&issue=1,
Enantiomer A Journal of Stereochemistry,6560,Taylor and Francis Group,/scimag/journals/6560,/scimag/?journal=6560&page=1,2,,,,,
Energy Engineering,6603,Taylor and Francis Group,/scimag/journals/6603,/scimag/?journal=6603&page=1,6,/scimag/?journal=6603&year=2017&volume=114&issue=1,/scimag/?journal=6603&year=2018&volume=115&issue=1,/scimag/?journal=6603&year=2019&volume=116&issue=1,,
Energy Sources,6613,Taylor and Francis Group,/scimag/journals/6613,/scimag/?journal=6613&page=1,64,,,,,
Energy Sources Part A Recovery Utilization and Environmental Effects,6614,Taylor and Francis Group,/scimag/journals/6614,/scimag/?journal=6614&page=1,203,/scimag/?journal=6614&year=2017&volume=39&issue=1,/scimag/?journal=6614&year=2018&volume=40&issue=1,/scimag/?journal=6614&year=2019&volume=41&issue=1,/scimag/?journal=6614&year=2020&volume=42&issue=24,
Energy Sources Part B Economics Planning and Policy,6615,Taylor and Francis Group,/scimag/journals/6615,/scimag/?journal=6615&page=1,34,/scimag/?journal=6615&year=2017&volume=12&issue=1,/scimag/?journal=6615&year=2018&volume=13&issue=1,/scimag/?journal=6615&year=2019&volume=14&issue=3,/scimag/?journal=6615&year=2020&volume=15&issue=4,
Engineering Optimization,6651,Taylor and Francis Group,/scimag/journals/6651,/scimag/?journal=6651&page=1,96,/scimag/?journal=6651&year=2017&volume=49&issue=3,/scimag/?journal=6651&year=2018&volume=50&issue=5,/scimag/?journal=6651&year=2019&volume=51&issue=9,/scimag/?journal=6651&year=2020&volume=&issue=,
Engineering Project Organization Journal,6652,Taylor and Francis Group,/scimag/journals/6652,/scimag/?journal=6652&page=1,5,/scimag/?journal=6652&year=2017&volume=&issue=,,,,
Engineering Studies,6656,Taylor and Francis Group,/scimag/journals/6656,/scimag/?journal=6656&page=1,8,/scimag/?journal=6656&year=2017&volume=9&issue=1,/scimag/?journal=6656&year=2018&volume=10&issue=1,/scimag/?journal=6656&year=2019&volume=11&issue=1,/scimag/?journal=6656&year=2020&volume=12&issue=1,
English Academy Review,6660,Taylor and Francis Group,/scimag/journals/6660,/scimag/?journal=6660&page=1,35,/scimag/?journal=6660&year=2017&volume=34&issue=1,/scimag/?journal=6660&year=2018&volume=35&issue=1,/scimag/?journal=6660&year=2019&volume=36&issue=1,/scimag/?journal=6660&year=2020&volume=37&issue=1,
English Studies,6672,Taylor and Francis Group,/scimag/journals/6672,/scimag/?journal=6672&page=1,183,/scimag/?journal=6672&year=2017&volume=98&issue=1,/scimag/?journal=6672&year=2018&volume=99&issue=1,/scimag/?journal=6672&year=2019&volume=100&issue=1,/scimag/?journal=6672&year=2020&volume=101&issue=1,
English Studies in Africa,6673,Taylor and Francis Group,/scimag/journals/6673,/scimag/?journal=6673&page=1,40,/scimag/?journal=6673&year=2017&volume=60&issue=1,/scimag/?journal=6673&year=2018&volume=61&issue=1,/scimag/?journal=6673&year=2019&volume=62&issue=1,/scimag/?journal=6673&year=2020&volume=63&issue=1,
Enterprise and Innovation Management Studies,6682,Taylor and Francis Group,/scimag/journals/6682,/scimag/?journal=6682&page=1,1,,,,,
Enterprise Information Systems,6685,Taylor and Francis Group,/scimag/journals/6685,/scimag/?journal=6685&page=1,26,/scimag/?journal=6685&year=2017&volume=11&issue=1,/scimag/?journal=6685&year=2018&volume=12&issue=6,/scimag/?journal=6685&year=2019&volume=13&issue=2,/scimag/?journal=6685&year=2020&volume=14&issue=1,
Entrepreneurship & Regional Development,6697,Taylor and Francis Group,/scimag/journals/6697,/scimag/?journal=6697&page=1,39,/scimag/?journal=6697&year=2017&volume=29&issue=1-2,/scimag/?journal=6697&year=2018&volume=30&issue=1-2,/scimag/?journal=6697&year=2019&volume=31&issue=1-2,/scimag/?journal=6697&year=2020&volume=32&issue=3-4,
