Journal_Id,Year,Authors,Title,DOI,Link1,Link2,Keyword
2830,2019,,Editorial Board,10.1016/s0006-3207(18)31899-8 ,https://sci-hub.se/10.1016/s0006-3207%2818%2931899-8,https://booksc.org/s/?q=10.1016/s0006-3207%2818%2931899-8,editorial board
2831,2017,,Editorial Board,10.1016/s1049-9644(16)30226-2 ,https://sci-hub.se/10.1016/s1049-9644%2816%2930226-2,https://booksc.org/s/?q=10.1016/s1049-9644%2816%2930226-2,editorial board
2831,2018,,Editorial Board,10.1016/s1049-9644(17)30236-0 ,https://sci-hub.se/10.1016/s1049-9644%2817%2930236-0,https://booksc.org/s/?q=10.1016/s1049-9644%2817%2930236-0,editorial board
2831,2019,,Editorial Board,10.1016/S1049-9644(18)30717-5 ,https://sci-hub.se/10.1016/S1049-9644%2818%2930717-5,https://booksc.org/s/?q=10.1016/S1049-9644%2818%2930717-5,editorial board
2831,2020,,Editorial Board,10.1016/s1049-9644(19)30844-8 ,https://sci-hub.se/10.1016/s1049-9644%2819%2930844-8,https://booksc.org/s/?q=10.1016/s1049-9644%2819%2930844-8,editorial board
2831,2021,,Editorial Board,10.1016/S1049-9644(20)30715-5 ,https://sci-hub.se/10.1016/S1049-9644%2820%2930715-5,https://booksc.org/s/?q=10.1016/S1049-9644%2820%2930715-5,editorial board
2840,2017,,Editorial Board Page,10.1016/s0006-3223(16)32983-3 ,https://sci-hub.se/10.1016/s0006-3223%2816%2932983-3,https://booksc.org/s/?q=10.1016/s0006-3223%2816%2932983-3,editorial board
2840,2018,,Editorial Board Page,10.1016/s0006-3223(17)32162-5 ,https://sci-hub.se/10.1016/s0006-3223%2817%2932162-5,https://booksc.org/s/?q=10.1016/s0006-3223%2817%2932162-5,editorial board
2840,2019,,Editorial Board Page,10.1016/S0006-3223(18)31986-3 ,https://sci-hub.se/10.1016/S0006-3223%2818%2931986-3,https://booksc.org/s/?q=10.1016/S0006-3223%2818%2931986-3,editorial board
2841,2017,,Inside front cover continued (editorial board members),10.1016/s0301-0511(16)30381-7 ,https://sci-hub.se/10.1016/s0301-0511%2816%2930381-7,https://booksc.org/s/?q=10.1016/s0301-0511%2816%2930381-7,editorial board
2841,2017,,Editorial board,10.1016/s0301-0511(16)30383-0 ,https://sci-hub.se/10.1016/s0301-0511%2816%2930383-0,https://booksc.org/s/?q=10.1016/s0301-0511%2816%2930383-0,editorial board
2841,2018,,Editorial Board,10.1016/S0301-0511(17)30338-1 ,https://sci-hub.se/10.1016/S0301-0511%2817%2930338-1,https://booksc.org/s/?q=10.1016/S0301-0511%2817%2930338-1,editorial board
2841,2019,,Editorial Board,10.1016/S0301-0511(18)30887-1 ,https://sci-hub.se/10.1016/S0301-0511%2818%2930887-1,https://booksc.org/s/?q=10.1016/S0301-0511%2818%2930887-1,editorial board
2841,2020,,Editorial Board,10.1016/s0301-0511(19)30620-9 ,https://sci-hub.se/10.1016/s0301-0511%2819%2930620-9,https://booksc.org/s/?q=10.1016/s0301-0511%2819%2930620-9,editorial board
2853,2017,,Aims and Scope/Editorial Board/Publishing Details,10.1016/s1045-1056(16)30159-2 ,https://sci-hub.se/10.1016/s1045-1056%2816%2930159-2,https://booksc.org/s/?q=10.1016/s1045-1056%2816%2930159-2,editorial board
2853,2018,,Aims and Scope/Editorial Board/Publishing Details,10.1016/S1045-1056(18)30002-2 ,https://sci-hub.se/10.1016/S1045-1056%2818%2930002-2,https://booksc.org/s/?q=10.1016/S1045-1056%2818%2930002-2,editorial board
2853,2020,,Aims and Scope/Editorial Board/Publishing Details,10.1016/s1045-1056(20)30003-8 ,https://sci-hub.se/10.1016/s1045-1056%2820%2930003-8,https://booksc.org/s/?q=10.1016/s1045-1056%2820%2930003-8,editorial board
2867,2017,,Editorial Board,10.1016/s1083-8791(16)30498-0 ,https://sci-hub.se/10.1016/s1083-8791%2816%2930498-0,https://booksc.org/s/?q=10.1016/s1083-8791%2816%2930498-0,editorial board
2867,2018,,Editorial Board,10.1016/s1083-8791(17)31687-7 ,https://sci-hub.se/10.1016/s1083-8791%2817%2931687-7,https://booksc.org/s/?q=10.1016/s1083-8791%2817%2931687-7,editorial board
2867,2019,,Editorial Board,10.1016/S1083-8791(18)30780-8 ,https://sci-hub.se/10.1016/S1083-8791%2818%2930780-8,https://booksc.org/s/?q=10.1016/S1083-8791%2818%2930780-8,editorial board
2867,2020,,Editorial Board,10.1016/s1083-8791(19)30792-x ,https://sci-hub.se/10.1016/s1083-8791%2819%2930792-x,https://booksc.org/s/?q=10.1016/s1083-8791%2819%2930792-x,editorial board
2884,2017,,Editorial Board,10.1016/s0961-9534(16)30381-6 ,https://sci-hub.se/10.1016/s0961-9534%2816%2930381-6,https://booksc.org/s/?q=10.1016/s0961-9534%2816%2930381-6,editorial board
2884,2020,,Editorial Board,10.1016/s0961-9534(19)30409-x ,https://sci-hub.se/10.1016/s0961-9534%2819%2930409-x,https://booksc.org/s/?q=10.1016/s0961-9534%2819%2930409-x,editorial board
2887,2017,,Editorial board,10.1016/s0142-9612(16)30627-5 ,https://sci-hub.se/10.1016/s0142-9612%2816%2930627-5,https://booksc.org/s/?q=10.1016/s0142-9612%2816%2930627-5,editorial board
2887,2018,,Editorial board,10.1016/S0142-9612(17)30670-1 ,https://sci-hub.se/10.1016/S0142-9612%2817%2930670-1,https://booksc.org/s/?q=10.1016/S0142-9612%2817%2930670-1,editorial board
2887,2019,,Editorial Board,10.1016/s0142-9612(18)30749-x ,https://sci-hub.se/10.1016/s0142-9612%2818%2930749-x,https://booksc.org/s/?q=10.1016/s0142-9612%2818%2930749-x,editorial board
2887,2020,,Editorial Board,10.1016/s0142-9612(19)30687-8 ,https://sci-hub.se/10.1016/s0142-9612%2819%2930687-8,https://booksc.org/s/?q=10.1016/s0142-9612%2819%2930687-8,editorial board
2930,2017,,Editorial board,10.1016/s0968-0896(16)31366-9 ,https://sci-hub.se/10.1016/s0968-0896%2816%2931366-9,https://booksc.org/s/?q=10.1016/s0968-0896%2816%2931366-9,editorial board
2930,2018,,Editorial Board,10.1016/s0968-0896(17)32389-1 ,https://sci-hub.se/10.1016/s0968-0896%2817%2932389-1,https://booksc.org/s/?q=10.1016/s0968-0896%2817%2932389-1,editorial board
2930,2019,,Editorial Board,10.1016/S0968-0896(18)32069-8 ,https://sci-hub.se/10.1016/S0968-0896%2818%2932069-8,https://booksc.org/s/?q=10.1016/S0968-0896%2818%2932069-8,editorial board
2930,2020,,Editorial Board,10.1016/s0968-0896(19)32076-0 ,https://sci-hub.se/10.1016/s0968-0896%2819%2932076-0,https://booksc.org/s/?q=10.1016/s0968-0896%2819%2932076-0,editorial board
2931,2017,,Editorial board,10.1016/S0960-894X(16)31246-X ,https://sci-hub.se/10.1016/S0960-894X%2816%2931246-X,https://booksc.org/s/?q=10.1016/S0960-894X%2816%2931246-X,editorial board
2931,2018,,Editorial board,10.1016/s0960-894x(17)31143-5 ,https://sci-hub.se/10.1016/s0960-894x%2817%2931143-5,https://booksc.org/s/?q=10.1016/s0960-894x%2817%2931143-5,editorial board
2931,2019,,Editorial Board,10.1016/S0960-894X(18)30912-0 ,https://sci-hub.se/10.1016/S0960-894X%2818%2930912-0,https://booksc.org/s/?q=10.1016/S0960-894X%2818%2930912-0,editorial board
2931,2020,,Editorial Board,10.1016/s0960-894x(19)30838-8 ,https://sci-hub.se/10.1016/s0960-894x%2819%2930838-8,https://booksc.org/s/?q=10.1016/s0960-894x%2819%2930838-8,editorial board
2932,2017,,Editorial Board,10.1016/s0045-2068(17)30153-0 ,https://sci-hub.se/10.1016/s0045-2068%2817%2930153-0,https://booksc.org/s/?q=10.1016/s0045-2068%2817%2930153-0,editorial board
2932,2020,,Editorial Board,10.1016/s0045-2068(19)32184-4 ,https://sci-hub.se/10.1016/s0045-2068%2819%2932184-4,https://booksc.org/s/?q=10.1016/s0045-2068%2819%2932184-4,editorial board
2935,2017,,Editorial Board,10.1016/s0301-4622(16)30432-x ,https://sci-hub.se/10.1016/s0301-4622%2816%2930432-x,https://booksc.org/s/?q=10.1016/s0301-4622%2816%2930432-x,editorial board
2935,2018,,Inside front cover: editorial board,10.1016/s0301-4622(17)30442-8 ,https://sci-hub.se/10.1016/s0301-4622%2817%2930442-8,https://booksc.org/s/?q=10.1016/s0301-4622%2817%2930442-8,editorial board
2935,2018,,Full title pg and editorial board,10.1016/s0301-4622(17)30446-5 ,https://sci-hub.se/10.1016/s0301-4622%2817%2930446-5,https://booksc.org/s/?q=10.1016/s0301-4622%2817%2930446-5,editorial board
2935,2019,,Editorial Board,10.1016/S0301-4622(18)30377-6 ,https://sci-hub.se/10.1016/S0301-4622%2818%2930377-6,https://booksc.org/s/?q=10.1016/S0301-4622%2818%2930377-6,editorial board
2935,2020,,Editorial Board,10.1016/s0301-4622(19)30461-2 ,https://sci-hub.se/10.1016/s0301-4622%2819%2930461-2,https://booksc.org/s/?q=10.1016/s0301-4622%2819%2930461-2,editorial board
2935,2021,,Editorial Board,10.1016/S0301-4622(20)30224-6 ,https://sci-hub.se/10.1016/S0301-4622%2820%2930224-6,https://booksc.org/s/?q=10.1016/S0301-4622%2820%2930224-6,editorial board
2951,2017,,Editorial Board,10.1016/s0960-8524(16)31548-6 ,https://sci-hub.se/10.1016/s0960-8524%2816%2931548-6,https://booksc.org/s/?q=10.1016/s0960-8524%2816%2931548-6,editorial board
2951,2018,,Editorial Board,10.1016/s0960-8524(17)31927-2 ,https://sci-hub.se/10.1016/s0960-8524%2817%2931927-2,https://booksc.org/s/?q=10.1016/s0960-8524%2817%2931927-2,editorial board
2968,2019,,Editorial Board,10.1016/S0956-5663(18)30858-3 ,https://sci-hub.se/10.1016/S0956-5663%2818%2930858-3,https://booksc.org/s/?q=10.1016/S0956-5663%2818%2930858-3,editorial board
2968,2020,,Editorial Board,10.1016/s0956-5663(19)30935-2 ,https://sci-hub.se/10.1016/s0956-5663%2819%2930935-2,https://booksc.org/s/?q=10.1016/s0956-5663%2819%2930935-2,editorial board
2976,2018,,Editorial Board,10.1016/S0303-2647(18)30006-6 ,https://sci-hub.se/10.1016/S0303-2647%2818%2930006-6,https://booksc.org/s/?q=10.1016/S0303-2647%2818%2930006-6,editorial board
2976,2019,,Editorial Board,10.1016/S0303-2647(19)30034-6 ,https://sci-hub.se/10.1016/S0303-2647%2819%2930034-6,https://booksc.org/s/?q=10.1016/S0303-2647%2819%2930034-6,editorial board
2976,2020,,Editorial Board,10.1016/s0303-2647(19)30450-2 ,https://sci-hub.se/10.1016/s0303-2647%2819%2930450-2,https://booksc.org/s/?q=10.1016/s0303-2647%2819%2930450-2,editorial board
2977,2017,,Editorial Board,10.1016/s1537-5110(16)30851-0 ,https://sci-hub.se/10.1016/s1537-5110%2816%2930851-0,https://booksc.org/s/?q=10.1016/s1537-5110%2816%2930851-0,editorial board
2977,2018,,Editorial Board,10.1016/s1537-5110(17)31196-0 ,https://sci-hub.se/10.1016/s1537-5110%2817%2931196-0,https://booksc.org/s/?q=10.1016/s1537-5110%2817%2931196-0,editorial board
2977,2019,,Editorial Board,10.1016/S1537-5110(18)31256-X ,https://sci-hub.se/10.1016/S1537-5110%2818%2931256-X,https://booksc.org/s/?q=10.1016/S1537-5110%2818%2931256-X,editorial board
2983,2019,,Editorial Board,10.1016/S0734-9750(18)30210-6 ,https://sci-hub.se/10.1016/S0734-9750%2818%2930210-6,https://booksc.org/s/?q=10.1016/S0734-9750%2818%2930210-6,editorial board
2983,2020,,Editorial Board,10.1016/s0734-9750(20)30006-9 ,https://sci-hub.se/10.1016/s0734-9750%2820%2930006-9,https://booksc.org/s/?q=10.1016/s0734-9750%2820%2930006-9,editorial board
3028,2017,,Editorial Board,10.1016/s1079-9796(17)30082-7 ,https://sci-hub.se/10.1016/s1079-9796%2817%2930082-7,https://booksc.org/s/?q=10.1016/s1079-9796%2817%2930082-7,editorial board
3028,2018,,Editorial Board,10.1016/s1079-9796(17)30406-0 ,https://sci-hub.se/10.1016/s1079-9796%2817%2930406-0,https://booksc.org/s/?q=10.1016/s1079-9796%2817%2930406-0,editorial board
3028,2019,,Editorial Board,10.1016/s1079-9796(18)30422-4 ,https://sci-hub.se/10.1016/s1079-9796%2818%2930422-4,https://booksc.org/s/?q=10.1016/s1079-9796%2818%2930422-4,editorial board
3028,2020,,Editorial Board,10.1016/s1079-9796(19)30423-1 ,https://sci-hub.se/10.1016/s1079-9796%2819%2930423-1,https://booksc.org/s/?q=10.1016/s1079-9796%2819%2930423-1,editorial board
3033,2018,,Editorial Board,10.1016/S0268-960X(18)30104-8 ,https://sci-hub.se/10.1016/S0268-960X%2818%2930104-8,https://booksc.org/s/?q=10.1016/S0268-960X%2818%2930104-8,editorial board
3033,2019,,Editorial Board,10.1016/S0268-960X(18)30132-2 ,https://sci-hub.se/10.1016/S0268-960X%2818%2930132-2,https://booksc.org/s/?q=10.1016/S0268-960X%2818%2930132-2,editorial board
3114,2018,,Editorial Board,10.1016/S1740-1445(18)30053-6 ,https://sci-hub.se/10.1016/S1740-1445%2818%2930053-6,https://booksc.org/s/?q=10.1016/S1740-1445%2818%2930053-6,editorial board
3114,2020,,Editorial Board,10.1016/j.bodyim.2020.02.005 ,https://sci-hub.se/10.1016/j.bodyim.2020.02.005,https://booksc.org/s/?q=10.1016/j.bodyim.2020.02.005,editorial board
3114,2020,,Editorial Board,10.1016/s1740-1445(20)30089-9 ,https://sci-hub.se/10.1016/s1740-1445%2820%2930089-9,https://booksc.org/s/?q=10.1016/s1740-1445%2820%2930089-9,editorial board
3135,2017,,Editorial Board,10.1016/s8756-3282(16)30336-2 ,https://sci-hub.se/10.1016/s8756-3282%2816%2930336-2,https://booksc.org/s/?q=10.1016/s8756-3282%2816%2930336-2,editorial board
3135,2018,,Editorial Board,10.1016/s8756-3282(17)30408-8 ,https://sci-hub.se/10.1016/s8756-3282%2817%2930408-8,https://booksc.org/s/?q=10.1016/s8756-3282%2817%2930408-8,editorial board
3135,2019,,Editorial Board / Barcode,10.1016/s8756-3282(18)30410-1 ,https://sci-hub.se/10.1016/s8756-3282%2818%2930410-1,https://booksc.org/s/?q=10.1016/s8756-3282%2818%2930410-1,editorial board
3172,2017,,Editorial Board,10.1016/s1538-4721(16)30639-0 ,https://sci-hub.se/10.1016/s1538-4721%2816%2930639-0,https://booksc.org/s/?q=10.1016/s1538-4721%2816%2930639-0,editorial board
3172,2018,,Editorial Board,10.1016/S1538-4721(17)30567-6 ,https://sci-hub.se/10.1016/S1538-4721%2817%2930567-6,https://booksc.org/s/?q=10.1016/S1538-4721%2817%2930567-6,editorial board
3172,2019,,Editorial Board,10.1016/S1538-4721(18)30731-1 ,https://sci-hub.se/10.1016/S1538-4721%2818%2930731-1,https://booksc.org/s/?q=10.1016/S1538-4721%2818%2930731-1,editorial board
3172,2020,,Editorial Board,10.1016/s1538-4721(19)30643-9 ,https://sci-hub.se/10.1016/s1538-4721%2819%2930643-9,https://booksc.org/s/?q=10.1016/s1538-4721%2819%2930643-9,editorial board
3177,2017,,Editorial Board,10.1016/s0278-2626(16)30411-0 ,https://sci-hub.se/10.1016/s0278-2626%2816%2930411-0,https://booksc.org/s/?q=10.1016/s0278-2626%2816%2930411-0,editorial board
3177,2018,,Editorial Board,10.1016/s0278-2626(17)30454-2 ,https://sci-hub.se/10.1016/s0278-2626%2817%2930454-2,https://booksc.org/s/?q=10.1016/s0278-2626%2817%2930454-2,editorial board
3177,2019,,Editorial Board,10.1016/S0278-2626(18)30485-8 ,https://sci-hub.se/10.1016/S0278-2626%2818%2930485-8,https://booksc.org/s/?q=10.1016/S0278-2626%2818%2930485-8,editorial board
3177,2020,,Editorial Board,10.1016/s0278-2626(20)30016-6 ,https://sci-hub.se/10.1016/s0278-2626%2820%2930016-6,https://booksc.org/s/?q=10.1016/s0278-2626%2820%2930016-6,editorial board
3178,2017,,Editorial Board,10.1016/s0387-7604(16)30210-8 ,https://sci-hub.se/10.1016/s0387-7604%2816%2930210-8,https://booksc.org/s/?q=10.1016/s0387-7604%2816%2930210-8,editorial board
3178,2018,,Editorial Board,10.1016/s0387-7604(17)30280-2 ,https://sci-hub.se/10.1016/s0387-7604%2817%2930280-2,https://booksc.org/s/?q=10.1016/s0387-7604%2817%2930280-2,editorial board
3178,2019,,Editorial Board,10.1016/S0387-7604(18)30575-8 ,https://sci-hub.se/10.1016/S0387-7604%2818%2930575-8,https://booksc.org/s/?q=10.1016/S0387-7604%2818%2930575-8,editorial board
3178,2020,,Editorial Board,10.1016/s0387-7604(19)30660-6 ,https://sci-hub.se/10.1016/s0387-7604%2819%2930660-6,https://booksc.org/s/?q=10.1016/s0387-7604%2819%2930660-6,editorial board
3178,2021,,Editorial Board,10.1016/S0387-7604(20)30296-5 ,https://sci-hub.se/10.1016/S0387-7604%2820%2930296-5,https://booksc.org/s/?q=10.1016/S0387-7604%2820%2930296-5,editorial board
3179,2017,,Cover 2: Editorial Board,10.1016/s0093-934x(16)30316-9 ,https://sci-hub.se/10.1016/s0093-934x%2816%2930316-9,https://booksc.org/s/?q=10.1016/s0093-934x%2816%2930316-9,editorial board
3179,2018,,Editorial Board,10.1016/s0093-934x(17)30349-8 ,https://sci-hub.se/10.1016/s0093-934x%2817%2930349-8,https://booksc.org/s/?q=10.1016/s0093-934x%2817%2930349-8,editorial board
3179,2019,,Editorial Board,10.1016/S0093-934X(18)30340-7 ,https://sci-hub.se/10.1016/S0093-934X%2818%2930340-7,https://booksc.org/s/?q=10.1016/S0093-934X%2818%2930340-7,editorial board
3179,2020,,Editorial Board,10.1016/s0093-934x(19)30347-5 ,https://sci-hub.se/10.1016/s0093-934x%2819%2930347-5,https://booksc.org/s/?q=10.1016/s0093-934x%2819%2930347-5,editorial board
3188,2019,,Editorial Board,10.1016/s0006-8993(18)30592-4 ,https://sci-hub.se/10.1016/s0006-8993%2818%2930592-4,https://booksc.org/s/?q=10.1016/s0006-8993%2818%2930592-4,editorial board
3188,2020,,Editorial Board,10.1016/s0006-8993(19)30633-x ,https://sci-hub.se/10.1016/s0006-8993%2819%2930633-x,https://booksc.org/s/?q=10.1016/s0006-8993%2819%2930633-x,editorial board
3188,2021,,Editorial Board,10.1016/S0006-8993(20)30571-0 ,https://sci-hub.se/10.1016/S0006-8993%2820%2930571-0,https://booksc.org/s/?q=10.1016/S0006-8993%2820%2930571-0,editorial board
3189,2018,,Editorial Board,10.1016/s0361-9230(17)30778-5 ,https://sci-hub.se/10.1016/s0361-9230%2817%2930778-5,https://booksc.org/s/?q=10.1016/s0361-9230%2817%2930778-5,editorial board
3189,2019,,Editorial Board,10.1016/S0361-9230(18)30989-4 ,https://sci-hub.se/10.1016/S0361-9230%2818%2930989-4,https://booksc.org/s/?q=10.1016/S0361-9230%2818%2930989-4,editorial board
3189,2020,,Editorial Board,10.1016/s0361-9230(19)30997-9 ,https://sci-hub.se/10.1016/s0361-9230%2819%2930997-9,https://booksc.org/s/?q=10.1016/s0361-9230%2819%2930997-9,editorial board
3197,2017,,"CO2, Editorial Board",10.1016/s0889-1591(16)30501-3 ,https://sci-hub.se/10.1016/s0889-1591%2816%2930501-3,https://booksc.org/s/?q=10.1016/s0889-1591%2816%2930501-3,editorial board
3197,2019,,Editorial Board,10.1016/S0889-1591(18)30811-0 ,https://sci-hub.se/10.1016/S0889-1591%2818%2930811-0,https://booksc.org/s/?q=10.1016/S0889-1591%2818%2930811-0,editorial board
3197,2020,,Editorial Board,10.1016/S0889-1591(19)31463-1 ,https://sci-hub.se/10.1016/S0889-1591%2819%2931463-1,https://booksc.org/s/?q=10.1016/S0889-1591%2819%2931463-1,editorial board
3197,2021,,Editorial Board,10.1016/S0889-1591(20)32422-3 ,https://sci-hub.se/10.1016/S0889-1591%2820%2932422-3,https://booksc.org/s/?q=10.1016/S0889-1591%2820%2932422-3,editorial board
3294,2017,,Editorial Board,10.1016/S0266-4356(16)30692-1 ,https://sci-hub.se/10.1016/S0266-4356%2816%2930692-1,https://booksc.org/s/?q=10.1016/S0266-4356%2816%2930692-1,editorial board
3294,2018,,Editorial Board,10.1016/s0266-4356(17)30779-9 ,https://sci-hub.se/10.1016/s0266-4356%2817%2930779-9,https://booksc.org/s/?q=10.1016/s0266-4356%2817%2930779-9,editorial board
3294,2019,,Editorial Board,10.1016/S0266-4356(18)30692-2 ,https://sci-hub.se/10.1016/S0266-4356%2818%2930692-2,https://booksc.org/s/?q=10.1016/S0266-4356%2818%2930692-2,editorial board
3294,2020,,Editorial Board,10.1016/S0266-4356(19)30801-0 ,https://sci-hub.se/10.1016/S0266-4356%2819%2930801-0,https://booksc.org/s/?q=10.1016/S0266-4356%2819%2930801-0,editorial board
3356,2017,,Editorial Board,10.1016/s0360-1323(16)30457-7 ,https://sci-hub.se/10.1016/s0360-1323%2816%2930457-7,https://booksc.org/s/?q=10.1016/s0360-1323%2816%2930457-7,editorial board
3356,2019,,Editorial Board,10.1016/S0360-1323(18)30696-6 ,https://sci-hub.se/10.1016/S0360-1323%2818%2930696-6,https://booksc.org/s/?q=10.1016/S0360-1323%2818%2930696-6,editorial board
3356,2020,,Editorial Board,10.1016/s0360-1323(19)30726-7 ,https://sci-hub.se/10.1016/s0360-1323%2819%2930726-7,https://booksc.org/s/?q=10.1016/s0360-1323%2819%2930726-7,editorial board
3385,2017,,Editorial Board,10.1016/s0007-4497(17)30002-7 ,https://sci-hub.se/10.1016/s0007-4497%2817%2930002-7,https://booksc.org/s/?q=10.1016/s0007-4497%2817%2930002-7,editorial board
3385,2018,,Editorial Board,10.1016/S0007-4497(18)30005-8 ,https://sci-hub.se/10.1016/S0007-4497%2818%2930005-8,https://booksc.org/s/?q=10.1016/S0007-4497%2818%2930005-8,editorial board
3385,2019,,Editorial Board,10.1016/S0007-4497(19)30013-2 ,https://sci-hub.se/10.1016/S0007-4497%2819%2930013-2,https://booksc.org/s/?q=10.1016/S0007-4497%2819%2930013-2,editorial board
3385,2020,,Editorial Board,10.1016/s0007-4497(20)30005-1 ,https://sci-hub.se/10.1016/s0007-4497%2820%2930005-1,https://booksc.org/s/?q=10.1016/s0007-4497%2820%2930005-1,editorial board
3530,2017,,Editorial Board,10.1016/s0305-4179(16)30517-4 ,https://sci-hub.se/10.1016/s0305-4179%2816%2930517-4,https://booksc.org/s/?q=10.1016/s0305-4179%2816%2930517-4,editorial board
3530,2018,,Editorial Board,10.1016/S0305-4179(18)30003-2 ,https://sci-hub.se/10.1016/S0305-4179%2818%2930003-2,https://booksc.org/s/?q=10.1016/S0305-4179%2818%2930003-2,editorial board
3530,2019,,Editorial Board,10.1016/S0305-4179(18)31097-0 ,https://sci-hub.se/10.1016/S0305-4179%2818%2931097-0,https://booksc.org/s/?q=10.1016/S0305-4179%2818%2931097-0,editorial board
3530,2020,,Editorial Board,10.1016/s0305-4179(20)30011-5 ,https://sci-hub.se/10.1016/s0305-4179%2820%2930011-5,https://booksc.org/s/?q=10.1016/s0305-4179%2820%2930011-5,editorial board
3743,2017,,Editorial Board,10.1016/s0304-3835(16)30690-5 ,https://sci-hub.se/10.1016/s0304-3835%2816%2930690-5,https://booksc.org/s/?q=10.1016/s0304-3835%2816%2930690-5,editorial board
3743,2018,,Editorial Board,10.1016/s0304-3835(17)30716-4 ,https://sci-hub.se/10.1016/s0304-3835%2817%2930716-4,https://booksc.org/s/?q=10.1016/s0304-3835%2817%2930716-4,editorial board
3743,2019,,Editorial Board,10.1016/s0304-3835(18)30657-8 ,https://sci-hub.se/10.1016/s0304-3835%2818%2930657-8,https://booksc.org/s/?q=10.1016/s0304-3835%2818%2930657-8,editorial board
3743,2020,,Editorial Board,10.1016/s0304-3835(19)30553-1 ,https://sci-hub.se/10.1016/s0304-3835%2819%2930553-1,https://booksc.org/s/?q=10.1016/s0304-3835%2819%2930553-1,editorial board
3743,2021,,Editorial Board,10.1016/S0304-3835(20)30592-9 ,https://sci-hub.se/10.1016/S0304-3835%2820%2930592-9,https://booksc.org/s/?q=10.1016/S0304-3835%2820%2930592-9,editorial board
3757,2017,,Editorial Board,10.1016/s0305-7372(16)30146-3 ,https://sci-hub.se/10.1016/s0305-7372%2816%2930146-3,https://booksc.org/s/?q=10.1016/s0305-7372%2816%2930146-3,editorial board
3757,2018,,Editorial Board,10.1016/s0305-7372(17)30216-5 ,https://sci-hub.se/10.1016/s0305-7372%2817%2930216-5,https://booksc.org/s/?q=10.1016/s0305-7372%2817%2930216-5,editorial board
3757,2019,,Editorial Board,10.1016/s0305-7372(18)30205-6 ,https://sci-hub.se/10.1016/s0305-7372%2818%2930205-6,https://booksc.org/s/?q=10.1016/s0305-7372%2818%2930205-6,editorial board
3757,2020,,Editorial Board,10.1016/s0305-7372(19)30176-8 ,https://sci-hub.se/10.1016/s0305-7372%2819%2930176-8,https://booksc.org/s/?q=10.1016/s0305-7372%2819%2930176-8,editorial board
3758,2017,,Editorial Board,10.1016/s1278-3218(17)30023-9 ,https://sci-hub.se/10.1016/s1278-3218%2817%2930023-9,https://booksc.org/s/?q=10.1016/s1278-3218%2817%2930023-9,editorial board
3758,2018,,Editorial Board,10.1016/s1278-3218(18)30012-x ,https://sci-hub.se/10.1016/s1278-3218%2818%2930012-x,https://booksc.org/s/?q=10.1016/s1278-3218%2818%2930012-x,editorial board
3758,2019,,Editorial Board,10.1016/s1278-3218(19)30003-4 ,https://sci-hub.se/10.1016/s1278-3218%2819%2930003-4,https://booksc.org/s/?q=10.1016/s1278-3218%2819%2930003-4,editorial board
3758,2020,,Editorial Board,10.1016/s1278-3218(20)30025-1 ,https://sci-hub.se/10.1016/s1278-3218%2820%2930025-1,https://booksc.org/s/?q=10.1016/s1278-3218%2820%2930025-1,editorial board
3766,2017,,Editorial board,10.1016/s0008-6215(16)30626-7 ,https://sci-hub.se/10.1016/s0008-6215%2816%2930626-7,https://booksc.org/s/?q=10.1016/s0008-6215%2816%2930626-7,editorial board
3766,2018,,Editorial Board,10.1016/s0008-6215(17)30899-6 ,https://sci-hub.se/10.1016/s0008-6215%2817%2930899-6,https://booksc.org/s/?q=10.1016/s0008-6215%2817%2930899-6,editorial board
3766,2019,,Editorial Board,10.1016/s0008-6215(18)30723-7 ,https://sci-hub.se/10.1016/s0008-6215%2818%2930723-7,https://booksc.org/s/?q=10.1016/s0008-6215%2818%2930723-7,editorial board
3766,2020,,Editorial Board,10.1016/s0008-6215(20)30029-x ,https://sci-hub.se/10.1016/s0008-6215%2820%2930029-x,https://booksc.org/s/?q=10.1016/s0008-6215%2820%2930029-x,editorial board
3801,2017,,Editorial Board,10.1016/s1054-8807(16)30217-4 ,https://sci-hub.se/10.1016/s1054-8807%2816%2930217-4,https://booksc.org/s/?q=10.1016/s1054-8807%2816%2930217-4,editorial board
3801,2018,,Editorial Board,10.1016/s1054-8807(17)30320-4 ,https://sci-hub.se/10.1016/s1054-8807%2817%2930320-4,https://booksc.org/s/?q=10.1016/s1054-8807%2817%2930320-4,editorial board
3801,2019,,Editorial Board,10.1016/s1054-8807(18)30364-8 ,https://sci-hub.se/10.1016/s1054-8807%2818%2930364-8,https://booksc.org/s/?q=10.1016/s1054-8807%2818%2930364-8,editorial board
3801,2020,,Editorial Board,10.1016/s1054-8807(19)30352-7 ,https://sci-hub.se/10.1016/s1054-8807%2819%2930352-7,https://booksc.org/s/?q=10.1016/s1054-8807%2819%2930352-7,editorial board
3806,2018,"Waksman, Ron","New year, new CRM, new editorial board, new look, and expanding opportunities",10.1016/j.carrev.2017.12.017 ,https://sci-hub.se/10.1016/j.carrev.2017.12.017,https://booksc.org/s/?q=10.1016/j.carrev.2017.12.017,editorial board
3874,2017,,Editorial Board,10.1016/s1566-7367(16)30394-6 ,https://sci-hub.se/10.1016/s1566-7367%2816%2930394-6,https://booksc.org/s/?q=10.1016/s1566-7367%2816%2930394-6,editorial board
